,mean,sd,2.50%,97.50%,Rhat
Nsite.small[159],2.855037037,1.493204913,0,6,1.000551801
Nsite.small[160],2.271740741,1.402394842,0,5,1.001532597
Nsite.small[161],2.876888889,1.528362893,0,6,1.000863439
Nsite.small[162],2.65162963,1.463397491,0,6,1.00114599
Nsite.small[163],3.606703704,1.437032071,1,7,1.000653211
Nsite.small[164],3.643703704,1.653852571,1,7,1.000762695
Nsite.small[165],5.123296296,1.290394883,3,8,1.001078687
Nsite.small[166],3.49937037,1.411880578,1,7,1.001760691
Nsite.small[167],4.060259259,0.9600902727,3,6,1.00059067
Nsite.small[168],2.355185185,1.342655975,0,5,1.000510116
Nsite.small[169],2.254444444,1.050521392,1,5,1.000651924
Nsite.small[170],1.789444444,1.21821782,0,4,1.000828428
Nsite.small[171],3.256148148,1.033110132,2,6,1.000666623
Nsite.small[172],1.391333333,1.10138608,0,4,1.000635138
Nsite.small[173],2.478259259,1.125109115,1,5,1.000262463
Nsite.small[174],2.357444444,1.081913158,1,5,1.000340371
Nsite.small[175],1.516444444,1.127862133,0,4,1.000380269
Nsite.small[176],1.563,1.146462375,0,4,1.000156824
Nsite.small[177],1.771740741,1.217735011,0,4,1.000198041
Nsite.small[178],2.592962963,1.14613645,1,5,1.000448163
Nsite.small[179],2.530851852,1.145742734,1,5,1.000071605
Nsite.small[180],1.896074074,1.244453361,0,5,1.000381759
Nsite.small[181],2.589666667,1.151299467,1,5,1.000375449
Nsite.small[182],5.724148148,0.7899385679,5,8,1.000901372
Nsite.small[183],3.189296296,1.017231926,2,5,1.000295544
Nsite.small[184],1.562296296,1.156215962,0,4,1.000224435
Nsite.small[185],1.753259259,1.209770054,0,4,1.001073254
Nsite.small[186],2.722666667,1.18588511,1,5,1.000206205
Nsite.small[187],2.713111111,1.196897088,1,5,1.000303778
Nsite.small[188],1.822333333,1.226289749,0,4,1.000155702
Nsite.small[189],2.459148148,1.111858248,1,5,1.000322215
Nsite.small[190],2.766111111,1.177149371,1,5,1.000220661
Nsite.small[191],1.971074074,1.282908367,0,5,1.000572935
Nsite.small[192],1.731,1.203493393,0,4,1.000289465
Nsite.small[193],2.479444444,1.125756684,1,5,1.000778639
Nsite.small[194],2.880481481,1.239636303,1,6,1.000238801
Nsite.small[195],1.506481481,1.130521738,0,4,1.0005722
Nsite.small[196],2.259037037,1.040679585,1,5,1.000035579
Nsite.small[197],1.660333333,1.177557164,0,4,1.000327352
Nsite.small[198],2.562925926,1.166864276,1,5,1.000799133
Nsite.small[199],1.497259259,1.133351008,0,4,1.000540546
Nsite.small[200],4.192851852,1.006641533,3,6,1.000108682
Nsite.small[201],1.35962963,1.083498624,0,4,1.000847509
Nsite.small[202],2.304407407,1.069028953,1,5,1.000059065
Nsite.small[203],2.352222222,1.359659752,0,5,1.00006269
Nsite.small[204],2.614666667,1.160113945,1,5,1.000446864
Nsite.small[205],1.332111111,1.082249559,0,4,1.000786145
Nsite.small[206],2.256888889,1.036470023,1,5,1.001309109
Nsite.small[207],1.453481481,1.11389895,0,4,1.000700212
Nsite.small[208],2.69462963,1.172723904,1,5,1.000354081
Nsite.small[209],3.215037037,1.017268124,2,5,1.000618387
Nsite.small[210],2.342851852,1.071626814,1,5,1.000314475
Nsite.small[211],2.317814815,1.065015481,1,5,1.000249534
Nsite.small[212],3.208851852,1.039058763,2,5,1.000459018
Nsite.small[213],1.566555556,1.156363022,0,4,1.000555621
Nsite.small[214],4.106037037,0.9869967565,3,6,1.001020107
Nsite.small[215],1.615,1.171708122,0,4,1.000488106
Nsite.small[216],1.71762963,1.201583093,0,4,1.000520765
Nsite.small[217],2.607074074,1.152224523,1,5,1.000558601
Nsite.small[218],1.888555556,1.249551402,0,5,1.000226303
Nsite.small[219],3.001777778,1.252693157,1,6,1.000181189
Nsite.small[220],1.952148148,1.268037027,0,5,1.000151326
Nsite.small[221],2.642,1.175032745,1,5,1.000574445
Nsite.small[222],3.211222222,1.030452283,2,6,1.001210309
Nsite.small[223],3.214962963,1.332056741,1,6,1.001055622
Nsite.small[224],3.854111111,1.266168716,2,7,1.001115125
Nsite.small[225],3.407518519,1.59610198,1,7,1.000961264
Nsite.small[226],2.932074074,1.271147625,1,6,1.001004211
Nsite.small[227],3.116740741,1.33743566,1,6,1.001546478
Nsite.small[228],3.933037037,1.283897125,2,7,1.001771245
Nsite.small[229],5.660444444,1.180495003,4,8,1.00071615
Nsite.small[230],4.583592593,1.187040212,3,7,1.001439644
Nsite.small[231],5.587,1.152532884,4,8,1.000868212
Nsite.small[232],3.271444444,1.081438568,2,6,1.000971678
Nsite.small[233],3.088,1.548563373,0,6,1.001576491
Nsite.small[234],4.623740741,1.201357649,3,7,1.001426714
Nsite.small[235],3.746925926,1.234162904,2,6,1.001212034
Nsite.small[236],3.586814815,1.191978233,2,6,1.001157007
Nsite.small[237],4.046592593,1.316520663,2,7,1.001011945
Nsite.small[238],2.933259259,1.302780935,1,6,1.001558177
Nsite.small[239],1.769851852,1.238119727,0,4,1.001948784
Nsite.small[240],1.796407407,1.258944832,0,5,1.000906559
Nsite.small[241],2.742851852,1.233830872,1,5,1.001980064
Nsite.small[242],2.598740741,1.178670727,1,5,1.001235184
Nsite.small[243],2.320185185,1.417601112,0,5,1.001319935
Nsite.small[244],3.668481481,1.201527136,2,6,1.001800138
Nsite.small[245],2.905925926,1.52664462,0,6,1.001148601
Nsite.small[246],3.727962963,1.204164656,2,6,1.000858133
Nsite.small[247],2.900666667,1.27039221,1,6,1.002357317
Nsite.small[248],2.152444444,1.342776859,0,5,1.001963333
Nsite.small[249],3.030222222,1.30969397,1,6,1.000790726
Nsite.small[250],2.003037037,1.296082856,0,5,1.00105705
Nsite.small[251],2.939962963,1.529754521,0,6,1.001435896
Nsite.small[252],2.000185185,1.314488028,0,5,1.001970588
Nsite.small[253],2.561111111,1.183005685,1,5,1.001616358
Nsite.small[254],2.489481481,1.156244714,1,5,1.000934119
Nsite.small[255],2.548074074,1.439131309,0,6,1.001536212
Nsite.small[256],2.030111111,1.322039214,0,5,1.001671179
Nsite.small[257],3.456592593,1.41362582,1,7,1.001172719
Nsite.small[258],1.63962963,1.206940623,0,4,1.001735685
Nsite.small[259],3.617333333,1.2024317,2,6,1.001494098
Nsite.small[260],1.763740741,1.244297369,0,4,1.001930253
Nsite.small[261],2.346,1.101629796,1,5,1.000556521
Nsite.small[262],1.876555556,1.272605656,0,5,1.001335196
Nsite.small[263],2.601259259,1.182911607,1,5,1.001920122
Nsite.small[264],3.488518519,1.165424719,2,6,1.001261468
Nsite.small[265],2.908666667,1.26871737,1,6,1.00144181
Nsite.small[266],2.974851852,1.293825771,1,6,1.001635929
Nsite.small[267],1.850777778,1.27635785,0,5,1.000702916
Nsite.small[268],1.944296296,1.290734612,0,5,1.00034934
Nsite.small[269],3.765222222,1.226893834,2,6,1.001464126
Nsite.small[270],1.992111111,1.300185317,0,5,1.001574935
Nsite.small[271],2.293444444,1.389217333,0,5,1.000750866
Nsite.small[272],1.833444444,1.271243423,0,5,1.001368718
Nsite.small[273],3.809555556,1.237773789,2,7,1.001474274
Nsite.small[274],3.843296296,1.251836484,2,7,1.001189315
Nsite.small[275],3.12562963,1.329405766,1,6,1.000893088
Nsite.small[276],2.812407407,1.516686738,0,6,1.00079252
Nsite.small[277],3.853814815,1.258240839,2,7,1.001248963
Nsite.small[278],5.60337037,1.193608255,4,8,1.001164395
Nsite.small[279],3.058,1.319412227,1,6,1.000521753
Nsite.small[280],3.008407407,1.313474566,1,6,1.001787406
Nsite.small[281],3.12362963,1.346973819,1,6,1.000761408
Nsite.small[282],2.772703704,1.247065263,1,6,1.000779366
Nsite.small[283],3.575592593,1.452607178,1,7,1.00078417
Nsite.small[284],2.82062963,1.512963713,0,6,1.000978087
Nsite.small[285],2.061962963,1.330373184,0,5,1.001211751
Nsite.small[286],3.633592593,1.461458776,1,7,1.000586216
Nsite.small[287],2.815259259,1.511937672,0,6,1.00072334
Nsite.small[288],6.849148148,1.202959738,5,9,1.001269349
Nsite.small[289],2.802444444,1.492182906,0,6,1.001240191
Nsite.small[290],3.813111111,1.469607133,1,7,1.001584904
Nsite.small[291],2.813555556,1.48136115,0,6,1.001368909
Nsite.small[292],2.342148148,1.401285111,0,5,1.001523762
Nsite.small[293],4.412592593,1.648371089,2,8,1.000303706
Nsite.small[294],4.252962963,1.378622011,2,7,1.000676887
Nsite.small[295],4.504111111,1.433018017,2,8,1.001159663
Nsite.small[296],5.823481481,1.491890902,3,9,1.000588372
Nsite.small[297],4.288259259,1.381778075,2,7,1.000827116
Nsite.small[298],5.166740741,1.296705435,3,8,1.001829169
Nsite.small[299],4.283518519,1.367838748,2,7,1.001113372
Nsite.small[300],3.088962963,1.587040452,0,6,1.000688183
Nsite.small[301],3.927925926,1.537049921,1,7,1.000398326
Nsite.small[302],4.04862963,1.553866906,1,7,1.000865654
Nsite.small[303],2.970518519,1.549754275,0,6,1.000719466
Nsite.small[304],4.131037037,1.584472123,1,7,1.000504675
Nsite.small[305],4.36662963,1.414576685,2,7,1.00069799
Nsite.small[306],4.372851852,1.437095394,2,7,1.000504293
Nsite.small[307],2.665333333,1.470451105,0,6,1.000780204
Nsite.small[308],2.765518519,1.499885766,0,6,1.000605576
Nsite.small[309],3.695851852,1.480722145,1,7,1.000807526
Nsite.small[310],4.651444444,1.651996242,2,8,1.00059916
Nsite.small[311],2.945148148,1.50024708,0,6,1.000914237
Nsite.small[312],6.802185185,1.238278441,5,9,1.001367352
Nsite.small[313],3.918074074,1.500926043,1,7,1.001288916
Nsite.small[314],3.903185185,1.274777412,2,7,1.001002041
Nsite.small[315],3.986444444,1.27895609,2,7,1.001822885
Nsite.small[316],3.12162963,1.574343448,0,6,1.000567609
Nsite.small[317],3.281555556,1.619650602,0,7,1.000024766
Nsite.small[318],4.56937037,1.429842179,2,8,1.001226436
Nsite.small[319],4.123,1.327965312,2,7,1.000355904
Nsite.small[320],2.840407407,1.494849802,0,6,1.001118652
Nsite.small[321],4.156185185,1.308718341,2,7,1.00075517
Nsite.small[322],3.054296296,1.32782424,1,6,1.001581727
Nsite.small[323],3.621777778,1.439980301,1,7,1.00141909
Nsite.small[324],6.009962963,1.312363464,4,9,1.001619891
Nsite.small[325],3.734703704,1.685334597,1,7,1.000356687
Nsite.small[326],4.495481481,1.442779344,2,8,1.000636395
Nsite.small[327],4.653666667,1.449502316,2,8,1.000937426
Nsite.small[328],4.588814815,1.407585316,2,8,1.001027855
Nsite.small[329],6.724592593,1.169131323,5,9,1.000887929
Nsite.small[330],3.094037037,1.555190337,0,6,1.000840618
Nsite.small[331],4.39037037,1.624558464,2,8,1.000260291
Nsite.small[332],2.435222222,1.093954776,1,5,1.000521284
Nsite.small[333],1.833555556,1.233175957,0,5,1.000546251
Nsite.small[334],3.214259259,1.0124875,2,5,1.001001239
Nsite.small[335],2.660407407,1.407825451,0,6,1.000311283
Nsite.small[336],1.759407407,1.20855854,0,4,1.000662316
Nsite.small[337],3.058148148,1.279298766,1,6,1.000258715
Nsite.small[338],3.261185185,1.018916641,2,5,1.000602287
Nsite.small[339],1.757888889,1.204094396,0,4,1.000500545
Nsite.small[340],3.150888889,0.9938750658,2,5,1.000229106
Nsite.small[341],3.161444444,1.271757038,1,6,1.00034755
Nsite.small[342],2.261777778,1.0388889,1,5,1.000568906
Nsite.small[343],1.52237037,1.121601802,0,4,1.000442645
Nsite.small[344],2.076703704,1.275288972,0,5,1.00021518
Nsite.small[345],2.323703704,1.052649879,1,5,1.000755475
Nsite.small[346],2.332074074,1.056825097,1,5,1.001176054
Nsite.small[347],2.530037037,1.133577179,1,5,1.000475551
Nsite.small[348],2.444222222,1.105997487,1,5,1.000672817
Nsite.small[349],2.853111111,1.242205055,1,6,1.000480292
Nsite.small[350],3.042962963,0.9624638387,2,5,1.000133974
Nsite.small[351],3.071555556,0.9686702032,2,5,1.000326359
Nsite.small[352],2.792407407,1.216353431,1,5,1.000179308
Nsite.small[353],2.360185185,1.351213787,0,5,1.000403712
Nsite.small[354],1.352444444,1.076711351,0,4,1.000645806
Nsite.small[355],1.878666667,1.230537766,0,5,1.000590154
Nsite.small[356],2.061259259,1.29529569,0,5,1.000301025
Nsite.small[357],1.429259259,1.129210808,0,4,1.001033285
Nsite.small[358],2.998185185,0.9342016557,2,5,1.000409897
Nsite.small[359],1.365851852,1.079081911,0,4,1.000889551
Nsite.small[360],3.224592593,1.01176586,2,5,1.000701242
Nsite.small[361],3.126962963,0.9760032549,2,5,1.000361729
Nsite.small[362],3.352444444,1.068492887,2,6,1.000646288
Nsite.small[363],5.080407407,0.9218195628,4,7,1.000350023
Nsite.small[364],2.598407407,1.380960999,0,5,1.000793157
Nsite.small[365],3.139925926,0.9723645358,2,5,1.000730888
Nsite.small[366],2.300666667,1.04112247,1,5,1.000539179
Nsite.small[367],3.111296296,0.9789547143,2,5,1.000433401
Nsite.small[368],2.745555556,1.394299383,0,6,1.000443131
Nsite.small[369],2.324703704,1.323828275,0,5,1.000198289
Nsite.small[370],2.842814815,1.211127007,1,5,1.000497313
Nsite.small[371],3.969074074,0.9317853249,3,6,1.00017211
Nsite.small[372],2.691444444,1.156139174,1,5,1.000884632
Nsite.small[373],2.592703704,1.373935282,0,5,1.000195404
Nsite.small[374],3.061851852,0.952144052,2,5,1.001574839
Nsite.small[375],2.188222222,1.023763984,1,4,1.000573572
Nsite.small[376],3.978444444,0.9303985667,3,6,1.000666824
Nsite.small[377],1.483666667,1.116476659,0,4,1.000310485
Nsite.small[378],2.331592593,1.063212845,1,5,1.000335096
Nsite.small[379],1.374,1.085127156,0,4,1.000594186
Nsite.small[380],2.448703704,1.094906616,1,5,1.000627465
Nsite.small[381],4.080888889,0.9590554469,3,6,1.000391327
Nsite.small[382],2.755962963,1.191364908,1,5,1.000496129
Nsite.small[383],3.284185185,1.049753923,2,6,1.00032949
Nsite.small[384],4.41562963,1.295340399,2,7,1.000131008
Nsite.small[385],3.326407407,1.056540262,2,6,1.000350925
Nsite.small[386],4.196185185,1.005555277,3,6,1.00076482
Nsite.small[387],3.106,0.9747474152,2,5,1.001026969
Nsite.small[388],3.264814815,1.042853308,2,6,1.000658495
Nsite.small[389],3.482703704,1.107569065,2,6,1.00053658
Nsite.small[390],2.115407407,0.9976525378,1,4,1.000436303
Nsite.small[391],4.106074074,0.967990298,3,6,1.000408426
Nsite.small[392],3.218222222,1.036148643,2,6,1.000645444
Nsite.small[393],1.924703704,1.250503401,0,5,1.000052325
Nsite.small[394],1.578481481,1.160093284,0,4,1.000497427
Nsite.small[395],1.375259259,1.097287518,0,4,1.000508945
Nsite.small[396],1.527148148,1.141074907,0,4,1.000327634
Nsite.small[397],1.407037037,1.099728457,0,4,1.000931116
Nsite.small[398],1.664962963,1.1721558,0,4,1.000141635
Nsite.small[399],1.372148148,1.103292592,0,4,1.000744727
Nsite.small[400],1.566148148,1.158498414,0,4,1.000371096
Nsite.small[401],4.863222222,0.8923683841,4,7,1.000170722
Nsite.small[402],2.341740741,1.07270701,1,5,1.000510635
Nsite.small[403],2.549296296,1.374803376,0,5,1.000465328
Nsite.small[404],4.29362963,1.055027073,3,7,1.000514161
Nsite.small[405],2.953259259,1.202812444,1,6,1.000481066
Nsite.small[406],4.214592593,1.01111733,3,6,1.000762157
Nsite.small[407],1.471666667,1.123908329,0,4,1.000262429
Nsite.small[408],2.605444444,1.160382219,1,5,1.000238688
Nsite.small[409],2.011,1.276618258,0,5,1.000311221
Nsite.small[410],3.885333333,1.210302332,2,6,1.000468569
Nsite.small[411],2.095555556,1.30018741,0,5,1.000376592
Nsite.small[412],2.045111111,1.279998453,0,5,1.000817959
Nsite.small[413],2.371037037,1.099194304,1,5,1.000321295
Nsite.small[414],2.669666667,1.176028156,1,5,1.000503596
Nsite.small[415],3.237740741,1.042042653,2,6,1.000349149
Nsite.small[416],2.62837037,1.170824957,1,5,1.000764154
Nsite.small[417],2.726148148,1.19189485,1,5,1.000157757
Nsite.small[418],3.180518519,1.035968432,2,6,1.000879058
Nsite.small[419],1.71,1.189844617,0,4,1.000284783
Nsite.small[420],3.006925926,1.245335827,1,6,1.000405996
Nsite.small[421],3.441333333,1.090671923,2,6,1.000529184
Nsite.small[422],2.697703704,1.158063498,1,5,1.00031431
Nsite.small[423],2.319148148,1.327356915,0,5,1.000395902
Nsite.small[424],1.409888889,1.098618099,0,4,1.000114742
Nsite.small[425],2.555333333,1.140770262,1,5,1.000661762
Nsite.small[426],2.116185185,1.006047256,1,4,1.000257514
Nsite.small[427],1.418481481,1.114347833,0,4,1.000352603
Nsite.small[428],2.418518519,1.107014106,1,5,1.000405147
Nsite.small[429],3.039074074,0.9567052284,2,5,1.000449588
Nsite.small[430],2.689481481,1.170881018,1,5,1.000478107
Nsite.small[431],3.22862963,1.023731687,2,5,1.000683932
Nsite.small[432],1.709111111,1.194443701,0,4,1.000667048
Nsite.small[433],1.470037037,1.116857485,0,4,1.000354864
Nsite.small[434],1.378259259,1.107300091,0,4,1.000830166
Nsite.small[435],4.351592593,1.065354514,3,7,1.001057018
Nsite.small[436],2.338888889,1.07555883,1,5,1.00056767
Nsite.small[437],1.370740741,1.093280494,0,4,1.00064087
Nsite.small[438],2.598814815,1.146357778,1,5,1.000664144
Nsite.small[439],2.396962963,1.099268433,1,5,1.000550072
Nsite.small[440],1.846111111,1.239670333,0,5,1.000234322
Nsite.small[441],1.643962963,1.18246156,0,4,1.000100567
Nsite.small[442],1.599666667,1.180790559,0,4,1.000148546
Nsite.small[443],2.523481481,1.130263657,1,5,1.000656758
Nsite.small[444],3.574037037,1.117557669,2,6,1.000190758
Nsite.small[445],1.933962963,1.23951592,0,5,1.00019449
Nsite.small[446],3.548962963,1.097851036,2,6,1.000358745
Nsite.small[447],1.633259259,1.169518751,0,4,1.000351414
Nsite.small[448],2.523444444,1.139370486,1,5,1.000332746
Nsite.small[449],3.41937037,1.082412274,2,6,1.000215919
Nsite.small[450],2.647925926,1.163623617,1,5,1.000430513
Nsite.small[451],2.411333333,1.09593412,1,5,1.000697841
Nsite.small[452],1.653481481,1.169256489,0,4,1.000756532
Nsite.small[453],4.444962963,1.076196546,3,7,1.000950675
Nsite.small[454],3.976037037,1.298534532,2,7,1.001371997
Nsite.small[455],3.905407407,1.282648529,2,7,1.001162558
Nsite.small[456],2.247148148,1.37603394,0,5,1.001417989
Nsite.small[457],2.70162963,1.485566798,0,6,1.001648191
Nsite.small[458],2.341481481,1.414128975,0,5,1.000888575
Nsite.small[459],2.47737037,1.428625528,0,5,1.000761146
Nsite.small[460],5.954444444,1.30891077,4,9,1.001935665
Nsite.small[461],3.773666667,1.26390744,2,7,1.002007135
Nsite.small[462],2.309666667,1.384728807,0,5,1.000871476
Nsite.small[463],4.753185185,1.229404214,3,7,1.001397176
Nsite.small[464],2.553703704,1.439884292,0,6,1.000994395
Nsite.small[465],4.765777778,1.239299601,3,7,1.001226882
Nsite.small[466],3.736851852,1.237064368,2,6,1.001739284
Nsite.small[467],2.398185185,1.412564078,0,5,1.001320034
Nsite.small[468],3.750185185,1.249674932,2,6,1.000936399
Nsite.small[469],3.916296296,1.496304937,1,7,1.000837849
Nsite.small[470],3.836962963,1.494936463,1,7,1.000319649
Nsite.small[471],3.700888889,1.231648934,2,6,1.001987741
Nsite.small[472],3.537037037,1.433966517,1,7,1.00127937
Nsite.small[473],3.84762963,1.282630304,2,7,1.001217829
Nsite.small[474],3.318222222,1.373556095,1,6,1.001116221
Nsite.small[475],5.605518519,1.185885886,4,8,1.001598606
Nsite.small[476],3.64037037,1.429996648,1,7,1.000829042
Nsite.small[477],4.831518519,1.570315416,2,8,1.000778208
Nsite.small[478],5.101222222,1.501167609,3,8,1.000540152
Nsite.small[479],4.578740741,1.607426987,2,8,1.00037702
Nsite.small[480],4.110814815,1.588558228,1,7,1.000973508
Nsite.small[481],5.011740741,1.449998476,3,8,1.000543935
Nsite.small[482],5.211148148,1.324260773,3,8,1.000802186
Nsite.small[483],4.906814815,1.628362022,2,8,1.000351494
Nsite.small[484],5.705518519,1.422824553,3,9,1.000539907
Nsite.small[485],4.700111111,1.560475174,2,8,1.000545392
Nsite.small[486],4.705296296,1.561818526,2,8,1.000527057
Nsite.small[487],5.928888889,1.247174913,4,9,1.000764654
Nsite.small[488],4.89562963,1.453501481,2,8,1.000487055
Nsite.small[489],2.640481481,1.471876104,0,6,1.000676918
Nsite.small[490],3.795333333,1.493185032,1,7,1.000648392
Nsite.small[491],4.518185185,1.446850532,2,8,1.000565438
Nsite.small[492],4.269851852,1.387187185,2,7,1.0002165
Nsite.small[493],4.438481481,1.434468226,2,8,1.000588416
Nsite.small[494],3.796148148,1.649744324,1,7,1.000450731
Nsite.small[495],4.601407407,1.676848437,2,8,1.000628861
Nsite.small[496],4.486259259,1.655782726,2,8,1.000254146
Nsite.small[497],4.141222222,1.532546518,2,7,1.000460629
Nsite.small[498],7.80037037,1.228330772,6,10,1.001235154
Nsite.small[499],4.14062963,1.349250132,2,7,1.000862141
Nsite.small[500],4.700037037,1.413920202,2,8,1.001051797
Nsite.small[501],4.367888889,1.518174641,2,8,1.000794466
Nsite.threat[1],3.17,0.9468974017,2,5,1.000079112
Nsite.threat[2],3.076851852,0.9487307798,2,5,1.000463885
Nsite.threat[3],2.616407407,1.10022459,1,5,1.000482041
Nsite.threat[4],2.540259259,1.05516984,1,5,1.000098053
Nsite.threat[5],3.01662963,1.326444604,1,6,1.000216029
Nsite.threat[6],2.35362963,1.004481685,1,4,1.000583584
Nsite.threat[7],2.940444444,0.8984563282,2,5,1.000449802
Nsite.threat[8],4.264851852,0.9599376115,3,6,1.000123357
Nsite.threat[9],3.763222222,0.8312857222,3,6,1.000152466
Nsite.threat[10],2.286740741,1.271215067,0,5,1.000441366
Nsite.threat[11],4.211333333,0.9569830645,3,6,1.000382231
Nsite.threat[12],3.400740741,1.337518074,1,6,1.000374963
Nsite.threat[13],1.975851852,1.211117057,0,5,0.9999868831
Nsite.threat[14],3.927185185,0.8905603557,3,6,0.9999681613
Nsite.threat[15],1.897037037,1.187764376,0,4,0.999966648
Nsite.threat[16],2.929333333,1.159957111,1,5,1.000178875
Nsite.threat[17],2.701555556,1.112993518,1,5,1.000480469
Nsite.threat[18],1.989148148,0.9353687196,1,4,1.000243425
Nsite.threat[19],3.05962963,0.9496373208,2,5,1.000058931
Nsite.threat[20],3.132037037,0.9772456185,2,5,1.000451791
Nsite.threat[21],3.342333333,1.387066408,1,6,1.000293829
Nsite.threat[22],3.113592593,1.194215032,1,6,1.00017732
Nsite.threat[23],4.160296296,0.9541555903,3,6,1.000193034
Nsite.threat[24],3.861814815,1.1093986,2,6,1.000168339
Nsite.threat[25],2.845444444,1.149160084,1,5,0.9999756587
Nsite.threat[26],3.138037037,1.327575044,1,6,1.000325145
Nsite.threat[27],1.967,1.187481105,0,4,0.9999889198
Nsite.threat[28],3.00737037,1.351615771,1,6,1.000264337
Nsite.threat[29],3.882444444,0.879217912,3,6,1.000142273
Nsite.threat[30],2.686333333,1.294893586,0,5,1.000025574
Nsite.threat[31],3.245074074,1.250909441,1,6,1.000498646
Nsite.threat[32],3.490185185,1.293045086,1,6,1.000062879
Nsite.threat[33],2.99162963,1.335441274,1,6,1.000297874
Nsite.threat[34],2.315296296,1.264244482,0,5,1.000058072
Nsite.threat[35],4.803740741,1.091825082,3,7,1.00018007
Nsite.threat[36],3.458111111,0.9851037564,2,6,1.000381111
Nsite.threat[37],3.488851852,1.076307178,2,6,0.9999857642
Nsite.threat[38],2.712740741,1.122749234,1,5,1.000148833
Nsite.threat[39],0.8291111111,0.8399343924,0,3,1.000170962
Nsite.threat[40],2.212481481,0.9719194138,1,4,1.000160113
Nsite.threat[41],2.53237037,0.6865420501,2,4,1.000134327
Nsite.threat[42],1.198481481,0.9686239949,0,3,1.000311455
Nsite.threat[43],1.937777778,0.8818802384,1,4,1.000328417
Nsite.threat[44],1.869444444,0.8474255085,1,4,1.00004768
Nsite.threat[45],1.048,0.9253757659,0,3,0.9999843982
Nsite.threat[46],1.521481481,1.049208548,0,4,1.000170176
Nsite.threat[47],0.812,0.8354286977,0,3,0.9999974241
Nsite.threat[48],2.160666667,0.9548693875,1,4,1.000099087
Nsite.threat[49],1.445555556,1.03892833,0,4,1.000350223
Nsite.threat[50],1.988074074,0.9158076491,1,4,1.000069499
Nsite.threat[51],2.137111111,0.9454630174,1,4,1.000406311
Nsite.threat[52],1.611703704,0.7418108952,1,3,1.000122027
Nsite.threat[53],0.8045185185,0.8316191332,0,3,1.000159817
Nsite.threat[54],1.249074074,1.017932055,0,3,1.000312424
Nsite.threat[55],1.875481481,1.154840095,0,4,1.00006541
Nsite.threat[56],1.479296296,0.6604954056,1,3,1.000011946
Nsite.threat[57],1.049333333,0.9197248762,0,3,1.000016404
Nsite.threat[58],1.468592593,0.6449169466,1,3,1.000034991
Nsite.threat[59],2.083851852,0.9267429677,1,4,1.000290695
Nsite.threat[60],3.481148148,0.6580790641,3,5,1.000490339
Nsite.threat[61],1.00437037,0.9162387646,0,3,1.000072245
Nsite.threat[62],1.485481481,1.027895464,0,4,1.000124363
Nsite.threat[63],1.999592593,0.8687102013,1,4,1.000161868
Nsite.threat[64],1.685407407,1.085818168,0,4,1.000497827
Nsite.threat[65],3.094888889,1.402839219,1,6,1.000074419
Nsite.threat[66],1.236666667,0.9667937597,0,3,1.000229386
Nsite.threat[67],1.354666667,1.007319999,0,4,1.000575095
Nsite.threat[68],1.734555556,0.8092798491,1,4,0.9999613648
Nsite.threat[69],1.459555556,0.6467082718,1,3,1.000071937
Nsite.threat[70],1.138,0.9421940456,0,3,1.000043182
Nsite.threat[71],1.052666667,0.9202245059,0,3,1.000013422
Nsite.threat[72],0.8451851852,0.8476895101,0,3,1.000071296
Nsite.threat[73],1.132740741,0.9458516018,0,3,1.000196226
Nsite.threat[74],2.013962963,0.8786881648,1,4,0.9999569669
Nsite.threat[75],1.306037037,0.9907572406,0,3,1.000314884
Nsite.threat[76],1.281851852,0.9922307813,0,3,1.000083166
Nsite.threat[77],2.719703704,0.7994756798,2,5,1.000185252
Nsite.threat[78],1.423851852,1.028023927,0,4,1.000495391
Nsite.threat[79],1.448296296,0.6425710662,1,3,1.000109775
Nsite.threat[80],1.539259259,0.6956177396,1,3,1.000101505
Nsite.threat[81],1.660518519,0.769485274,1,3,1.000098147
Nsite.threat[82],1.119296296,0.9427625959,0,3,1.000402671
Nsite.threat[83],1.238148148,0.989419702,0,3,1.000145798
Nsite.threat[84],2.239148148,0.9768766307,1,4,1.000380772
Nsite.threat[85],1.285851852,0.9996072307,0,3,1.000114855
Nsite.threat[86],1.169555556,0.9553492159,0,3,1.000463617
Nsite.threat[87],2.356777778,0.5817756386,2,4,1.000113515
Nsite.threat[88],1.503185185,0.6806366666,1,3,1.000124909
Nsite.threat[89],0.8979259259,0.8620695816,0,3,1.00011654
Nsite.threat[90],0.9544074074,0.8923060372,0,3,1.000136012
Nsite.threat[91],1.597740741,0.7363223015,1,3,1.000168494
Nsite.threat[92],2.104740741,0.9284127262,1,4,1.000374041
Nsite.threat[93],1.139518519,0.9565437148,0,3,1.000326531
Nsite.threat[94],1.350222222,1.006963029,0,3.025,1.00012055
Nsite.threat[95],1.18862963,0.9662689406,0,3,1.000180832
Nsite.threat[96],2.230407407,0.9677880877,1,4,1.000107021
Nsite.threat[97],1.675740741,0.7816108983,1,3,1.000188699
Nsite.threat[98],1.886111111,0.8763467868,1,4,1.00011663
Nsite.threat[99],1.676814815,0.7805149126,1,3,1.00032647
Nsite.threat[100],1.664333333,0.7816284981,1,3,1.000242351
Nsite.threat[101],1.156925926,0.9435354144,0,3,1.000032149
Nsite.threat[102],1.914259259,0.8489477342,1,4,1.000287891
