,mean,sd,2.50%,97.50%,Rhat
Nsite.Glob.threat[25],1.594777778,0.6926049424,1,3,1.000028586
Nsite.Glob.threat[26],1.653666667,0.9645065381,0,4,1.000106468
Nsite.Glob.threat[27],0.7348888889,0.7612103936,0,2,1.000000054
Nsite.Glob.threat[28],1.564111111,0.9449655417,0,3,1.000036117
Nsite.Glob.threat[29],1.520518519,0.6471891244,1,3,1.000039718
Nsite.Glob.threat[30],1.224555556,0.8943095714,0,3,0.9999831893
Nsite.Glob.threat[31],1.730592593,0.7413421289,1,3,1.000791351
Nsite.Glob.threat[32],1.795888889,0.7684697207,1,3,1.000077261
Nsite.Glob.threat[33],1.572037037,0.9416450274,0,3,1.000292288
Nsite.Glob.threat[34],1.047074074,0.8696939696,0,3,0.9999597481
Nsite.Glob.threat[35],3.16737037,0.392560795,3,4,1.000930913
Nsite.Glob.threat[36],1.514592593,0.6221419863,1,3,0.9999813292
Nsite.Glob.threat[37],1.693925926,0.7268178262,1,3,1.000130472
Nsite.Glob.threat[38],1.543444444,0.6705301738,1,3,1.000037051
Nsite.Glob.threat[39],0.2682222222,0.4670535224,0,1,1.000109495
Nsite.Glob.threat[40],1.424518519,0.518560602,1,2,1.000042818
Nsite.Glob.threat[41],1.044740741,0.2101143721,1,2,1.001228255
Nsite.Glob.threat[42],0.457962963,0.5364691066,0,1,1.000077065
Nsite.Glob.threat[43],1.314407407,0.4772693666,1,2,1.000238884
Nsite.Glob.threat[44],0.3357777778,0.498519556,0,1,1.000016309
Nsite.Glob.threat[45],0.3881111111,0.5215452708,0,1,1.000072778
Nsite.Glob.threat[46],0.5951481481,0.5736786271,0,2,1.00002376
Nsite.Glob.threat[47],0.3009259259,0.4816718131,0,1,0.999952503
Nsite.Glob.threat[48],1.412148148,0.5090977709,1,2,0.9999736695
Nsite.Glob.threat[49],0.6146666667,0.5922756738,0,2,1.000265697
Nsite.Glob.threat[50],1.095814815,0.3041210507,1,2,1.000352793
Nsite.Glob.threat[51],0.451037037,0.5505409481,0,2,1.000117018
Nsite.Glob.threat[52],1.046518519,0.215305046,1,2,1.001003812
Nsite.Glob.threat[53],0.2851481481,0.473046399,0,1,0.9999551654
Nsite.Glob.threat[54],0.3202592593,0.5006650707,0,1,1.000140029
Nsite.Glob.threat[55],0.5865555556,0.602282154,0,2,0.9999895456
Nsite.Glob.threat[56],1.030333333,0.1740782395,1,2,1.000447925
Nsite.Glob.threat[57],0.3443333333,0.5064030544,0,1,0.9999590474
Nsite.Glob.threat[58],1.026925926,0.1645928695,1,2,1.000138277
Nsite.Glob.threat[59],0.4877407407,0.5736908222,0,2,1.000030701
Nsite.Glob.threat[60],1.070148148,0.2636783207,1,2,1.001975868
Nsite.Glob.threat[61],0.3904074074,0.5345126275,0,1,1.000074672
Nsite.Glob.threat[62],0.6637777778,0.5840508534,0,2,1.000027811
Nsite.Glob.threat[63],0.4955925926,0.5482556886,0,1,1.000112819
Nsite.Glob.threat[64],0.7785925926,0.6280133556,0,2,1.000254612
Nsite.Glob.threat[65],0.7867037037,0.7333627381,0,2,1.000110984
Nsite.Glob.threat[66],0.5295185185,0.5694310999,0,2,1.000229868
Nsite.Glob.threat[67],0.5819259259,0.5798184914,0,2,1.000375369
Nsite.Glob.threat[68],1.057555556,0.2379398681,1,2,1.000017309
Nsite.Glob.threat[69],1.033444444,0.1828613222,1,2,1.00017905
Nsite.Glob.threat[70],0.453,0.5334944762,0,1,0.999970286
Nsite.Glob.threat[71],0.43,0.5336799157,0,1,0.9999779991
Nsite.Glob.threat[72],0.2845555556,0.475822332,0,1,0.9999713883
Nsite.Glob.threat[73],0.4686666667,0.5620665546,0,2,1.000072844
Nsite.Glob.threat[74],0.4586296296,0.537417629,0,1,0.9999778872
Nsite.Glob.threat[75],0.5431481481,0.5619426683,0,2,1.000001079
Nsite.Glob.threat[76],0.5027407407,0.5596331594,0,2,1.000003499
Nsite.Glob.threat[77],1.065481481,0.2544633782,1,2,1.000504957
Nsite.Glob.threat[78],0.5867037037,0.5750799412,0,2,0.999982772
Nsite.Glob.threat[79],1.033407407,0.1827667935,1,2,1.000131363
Nsite.Glob.threat[80],1.044740741,0.2092311289,1,2,1.000265954
Nsite.Glob.threat[81],1.049703704,0.2218897678,1,2,1.000484745
Nsite.Glob.threat[82],0.440037037,0.5386956179,0,1,1.000141125
Nsite.Glob.threat[83],0.4417407407,0.5331472742,0,1,1.000145898
Nsite.Glob.threat[84],0.5277037037,0.5825110696,0,2,1.00005904
Nsite.Glob.threat[85],0.4999259259,0.563859642,0,2,0.9999762382
Nsite.Glob.threat[86],0.5190740741,0.5770457917,0,2,1.000096045
Nsite.Glob.threat[87],1.030296296,0.1763045254,1,2,1.000101923
Nsite.Glob.threat[88],1.040814815,0.2012058608,1,2,1.000400118
Nsite.Glob.threat[89],0.3852962963,0.5248293576,0,1,1.000171417
Nsite.Glob.threat[90],0.3601851852,0.5187759169,0,1,0.9999562468
Nsite.Glob.threat[91],1.050888889,0.2241138016,1,2,0.999974989
Nsite.Glob.threat[92],0.5197777778,0.5746422037,0,2,1.000323423
Nsite.Glob.threat[93],0.4523703704,0.5554129855,0,2,1.000000993
Nsite.Glob.threat[94],0.5726296296,0.5860703022,0,2,0.999973956
Nsite.Glob.threat[95],0.5238888889,0.5777005954,0,2,0.9999496572
Nsite.Glob.threat[96],0.5568888889,0.5947602195,0,2,1.000091448
Nsite.Glob.threat[97],1.053407407,0.2295760363,1,2,1.000014289
Nsite.Glob.threat[98],1.074,0.2690325864,1,2,1.000262518
Nsite.Glob.threat[99],1.064185185,0.2526768482,1,2,1.000027832
Nsite.Glob.threat[100],1.077296296,0.2755303671,1,2,0.9999862215
Nsite.Glob.threat[101],0.4685925926,0.5383670907,0,1,1.000024036
Nsite.Glob.threat[102],0.4108518519,0.5201741513,0,1,0.999992418
Nsite.Glob.threat[103],0.3061851852,0.4808171385,0,1,0.9999676592
Nsite.Glob.threat[104],1.062074074,0.2467585971,1,2,1.000439178
Nsite.Glob.threat[105],1.051518519,0.2256996268,1,2,0.999971064
Nsite.Glob.threat[106],0.4509259259,0.5397965403,0,1,0.999981085
Nsite.Glob.threat[107],1.40962963,0.5135843566,1,2,0.9999642869
Nsite.Glob.threat[108],1.20937037,0.4314323873,1,2,1.000076937
Nsite.Glob.threat[109],0.5911851852,0.6316322486,0,2,1.000183346
Nsite.Glob.threat[110],0.500037037,0.5982801865,0,2,1.000125659
Nsite.Glob.threat[111],0.3987407407,0.5539576148,0,2,1.000023858
Nsite.Glob.threat[112],0.3999259259,0.5660100843,0,2,1.000049758
Nsite.Glob.threat[113],0.578962963,0.633159387,0,2,1.000244652
Nsite.Glob.threat[114],0.4712222222,0.5903541995,0,2,1.000096268
Nsite.Glob.threat[115],0.6062962963,0.6331382885,0,2,1.000006868
Nsite.Glob.threat[116],1.527296296,0.5544496786,1,3,1.000052695
Nsite.Glob.threat[117],0.4370740741,0.5857389111,0,2,1.000144141
Nsite.Glob.threat[118],1.133592593,0.3549260482,1,2,1.000497889
Nsite.Glob.threat[119],0.322037037,0.5259617152,0,2,1.00010375
Nsite.Glob.threat[120],0.3661111111,0.551170319,0,2,1.000274431
Nsite.Glob.threat[121],0.3973333333,0.5586929236,0,2,1.000077687
Nsite.Glob.threat[122],0.3332222222,0.5264583563,0,2,1.000221656
Nsite.Glob.threat[123],0.2701111111,0.482482487,0,1,1.000027607
Nsite.Glob.threat[124],1.078407407,0.2794895899,1,2,1.000725609
Nsite.Glob.threat[125],1.096074074,0.3066472146,1,2,1.000086047
Nsite.Glob.threat[126],0.3569259259,0.5547643015,0,2,1.000062011
Nsite.Glob.threat[127],0.2865185185,0.4989522984,0,1,0.9999669359
Nsite.Glob.threat[128],0.3277037037,0.5348853713,0,2,1.000295535
Nsite.Glob.threat[129],0.3458148148,0.5388745975,0,2,0.9999984307
Nsite.Glob.threat[130],2.050555556,0.2275508446,2,3,1.001549677
Nsite.Glob.threat[131],0.3706666667,0.561238148,0,2,1.000346762
Nsite.Glob.threat[132],1.265111111,0.4664504357,1,2,0.9999601578
Nsite.Glob.threat[133],0.373,0.5605827409,0,2,1.000094466
Nsite.Glob.threat[134],0.5314814815,0.6217546056,0,2,1.000047532
Nsite.Glob.threat[135],0.4752962963,0.6308113691,0,2,1.000046927
Nsite.Glob.threat[136],0.353,0.5481570968,0,2,0.9999487715
Nsite.Glob.threat[137],0.6308518519,0.6800371139,0,2,0.9999932167
Nsite.Glob.threat[138],1.599740741,0.5570992512,1,3,1.000268037
Nsite.Glob.threat[139],0.6491481481,0.6769167196,0,2,1.000042207
Nsite.Glob.threat[140],0.648962963,0.671132856,0,2,1.000000078
Nsite.Glob.threat[141],0.4628518519,0.6014520132,0,2,1.000078285
Nsite.Glob.threat[142],0.5335925926,0.6360158406,0,2,1.000067003
Nsite.Glob.threat[143],0.5753703704,0.6502718562,0,2,1.000072922
Nsite.Glob.threat[144],1.274148148,0.4770659943,1,2,1.000124618
Nsite.Glob.threat[145],0.6275555556,0.6801187595,0,2,1.00014298
Nsite.Glob.threat[146],0.5918148148,0.6586975071,0,2,1.000166585
Nsite.Glob.threat[147],1.446259259,0.5459046246,1,2,0.9999675766
Nsite.Glob.threat[148],0.7010740741,0.6576839667,0,2,1.000103964
Nsite.Glob.threat[149],0.5546666667,0.6527360667,0,2,1.000157888
Nsite.Glob.threat[150],0.6201851852,0.6980524853,0,2,0.9999604403
Nsite.Glob.threat[151],0.956,0.8141432859,0,3,1.000303958
Nsite.Glob.threat[152],0.4972222222,0.6276406615,0,2,0.999956924
Nsite.Glob.threat[153],1.199777778,0.429236312,1,2,1.000000925
Nsite.Glob.threat[154],0.4561851852,0.6107839568,0,2,1.000086018
Nsite.Glob.threat[155],0.421,0.5919785857,0,2,1.000098712
Nsite.Glob.threat[156],0.372037037,0.5575142843,0,2,1.000047336
Nsite.Glob.threat[157],1.284555556,0.474965311,1,2,0.9999588579
Nsite.Glob.threat[158],0.2718148148,0.4908945746,0,1,1.000057102
Nsite.Glob.threat[159],1.455259259,0.5541179254,1,3,0.9999717304
Nsite.Glob.threat[160],0.5692962963,0.6696266243,0,2,1.000022974
Nsite.Glob.threat[161],0.5822592593,0.6556233118,0,2,0.9999989993
Nsite.Glob.threat[162],0.6067037037,0.6831586046,0,2,1.000168214
Nsite.Glob.threat[163],0.6966666667,0.70164337,0,2,1.000010551
Nsite.Glob.threat[164],0.7038148148,0.7036124287,0,2,1.000001529
Nsite.Glob.threat[165],0.3042592593,0.5176076772,0,2,1.000000147
Nsite.Glob.threat[166],0.5077407407,0.6522555629,0,2,1.00009567
Nsite.Glob.threat[167],1.028185185,0.1686086311,1,2,1.001116481
Nsite.Glob.threat[168],0.4246296296,0.5251771168,0,1,0.999975868
Nsite.Glob.threat[169],1.212259259,0.4169872573,1,2,0.9999654076
Nsite.Glob.threat[170],0.2915185185,0.4705662142,0,1,1.000330804
Nsite.Glob.threat[171],1.031518519,0.1772432056,1,2,1.000405344
Nsite.Glob.threat[172],0.1993703704,0.4094240274,0,1,1.000006097
Nsite.Glob.threat[173],0.2247407407,0.4300929342,0,1,0.9999699543
Nsite.Glob.threat[174],1.216074074,0.4209161534,1,2,1.000157896
Nsite.Glob.threat[175],0.2427407407,0.4455240641,0,1,1.000109244
Nsite.Glob.threat[176],0.2738888889,0.4625935605,0,1,0.9999671775
Nsite.Glob.threat[177],0.3602222222,0.5029075308,0,1,1.000031435
Nsite.Glob.threat[178],0.3553703704,0.4973063967,0,1,0.9999723548
Nsite.Glob.threat[179],0.311,0.4789557468,0,1,1.000149799
Nsite.Glob.threat[180],0.3174074074,0.4870947805,0,1,0.9999739219
Nsite.Glob.threat[181],0.3244814815,0.4871099586,0,1,0.9999928454
Nsite.Glob.threat[182],1.029814815,0.1735286492,1,2,1.000251762
Nsite.Glob.threat[183],1.040703704,0.201504272,1,2,1.000227312
Nsite.Glob.threat[184],0.3095185185,0.486810889,0,1,0.9999820037
Nsite.Glob.threat[185],0.3618518519,0.508700821,0,1,1.000073366
Nsite.Glob.threat[186],0.3503703704,0.5066868793,0,1,0.9999598119
Nsite.Glob.threat[187],0.3958148148,0.5268074566,0,1,0.9999517698
Nsite.Glob.threat[188],0.3835925926,0.5093347491,0,1,1.000115614
Nsite.Glob.threat[189],0.35,0.4990639039,0,1,0.9999987953
Nsite.Glob.threat[190],0.3732592593,0.5138293854,0,1,1.000000714
Nsite.Glob.threat[191],0.3225555556,0.4859545711,0,1,0.9999968706
Nsite.Glob.threat[192],0.3025925926,0.4782703118,0,1,1.00016426
Nsite.Glob.threat[193],1.033,0.1813151416,1,2,1.000631481
Nsite.Glob.threat[194],0.4005925926,0.5187399123,0,1,0.9999860801
Nsite.Glob.threat[195],0.2520740741,0.4474861511,0,1,1.000131467
Nsite.Glob.threat[196],0.2655925926,0.4601387571,0,1,1.00003902
Nsite.Glob.threat[197],0.3156666667,0.4890206442,0,1,1.000056681
Nsite.Glob.threat[198],1.040333333,0.1991757712,1,2,1.00057686
Nsite.Glob.threat[199],0.3072962963,0.4818788397,0,1,1.000004617
Nsite.Glob.threat[200],0.2590740741,0.4539939208,0,1,1.000107391
Nsite.Glob.threat[201],0.2236296296,0.4298970207,0,1,1.000160959
Nsite.Glob.threat[202],0.2675185185,0.4567567781,0,1,1.000074471
Nsite.Glob.threat[203],0.4337407407,0.5290012262,0,1,1.000080814
Nsite.Glob.threat[204],2.019259259,0.1408972619,2,2,1.002324382
Nsite.Glob.threat[205],0.1995925926,0.4116617176,0,1,0.9999681434
Nsite.Glob.threat[206],1.032296296,0.179285596,1,2,1.002281249
Nsite.Glob.threat[207],0.2484074074,0.4479224533,0,1,1.000008463
Nsite.Glob.threat[208],0.3171111111,0.4873637394,0,1,1.000037368
Nsite.Glob.threat[209],0.2333333333,0.4383551813,0,1,1.000089463
Nsite.Glob.threat[210],0.234,0.4376612739,0,1,1.000042341
Nsite.Glob.threat[211],1.03562963,0.1881449101,1,2,1.000260509
Nsite.Glob.threat[212],1.02837037,0.1682476794,1,2,1.000075592
Nsite.Glob.threat[213],0.2915185185,0.4754212076,0,1,1.000149398
Nsite.Glob.threat[214],1.030740741,0.1760172726,1,2,1.001014218
Nsite.Glob.threat[215],0.3417777778,0.4999379445,0,1,0.9999854366
Nsite.Glob.threat[216],0.3586296296,0.5133280231,0,1,0.9999733183
Nsite.Glob.threat[217],0.3116296296,0.4838190042,0,1,0.9999712663
Nsite.Glob.threat[218],0.3857407407,0.5090211844,0,1,1.000024426
Nsite.Glob.threat[219],0.3812962963,0.5145951101,0,1,0.9999633708
Nsite.Glob.threat[220],0.3301481481,0.4906269656,0,1,0.999964407
Nsite.Glob.threat[221],0.308962963,0.4800795243,0,1,0.9999494882
Nsite.Glob.threat[222],1.02762963,0.1654864526,1,2,1.002064469
Nsite.Glob.threat[223],0.38,0.5155890494,0,1,1.000054813
Nsite.Glob.threat[224],0.8265185185,0.794052971,0,3,0.9999963731
Nsite.Glob.threat[225],1.607296296,0.9393860303,0,3,0.9999782376
Nsite.Glob.threat[226],0.8767037037,0.7841759431,0,2,1.000011691
Nsite.Glob.threat[227],1.637148148,0.6584092477,1,3,1.000406557
Nsite.Glob.threat[228],1.890481481,0.7605001303,1,3,1.000058087
Nsite.Glob.threat[229],2.497296296,0.581636928,2,4,1.000441345
Nsite.Glob.threat[230],1.417333333,0.5974589698,1,3,1.000166008
Nsite.Glob.threat[231],2.557925926,0.6127587685,2,4,1.000008894
Nsite.Glob.threat[232],3.226333333,0.4383499849,3,4,1.00012466
Nsite.Glob.threat[233],1.974185185,0.9867638987,0,4,1.000083902
Nsite.Glob.threat[234],2.109703704,0.3291496321,2,3,1.000942738
Nsite.Glob.threat[235],1.570962963,0.659811149,1,3,1.000271017
Nsite.Glob.threat[236],1.521555556,0.6506941612,1,3,1.000405398
Nsite.Glob.threat[237],2.474740741,0.6079456233,2,4,1.000039333
Nsite.Glob.threat[238],0.7815185185,0.7684705418,0,2,1.000040408
Nsite.Glob.threat[239],2.448777778,0.6014649224,2,4,1.000061411
Nsite.Glob.threat[240],1.467740741,0.6239744632,1,3,1.000265153
Nsite.Glob.threat[241],0.6192592593,0.7239937935,0,2,1.000102239
Nsite.Glob.threat[242],1.619814815,0.6943923871,1,3,1.000245862
Nsite.Glob.threat[243],2.431740741,0.5824131596,2,4,1.000017504
Nsite.Glob.threat[244],1.729037037,0.7320233456,1,3,1.000086206
Nsite.Glob.threat[245],1.368333333,0.9266983162,0,3,0.9999550573
Nsite.Glob.threat[246],1.627296296,0.6882332802,1,3,1.000072105
Nsite.Glob.threat[247],1.77837037,0.7516976674,1,3,0.9999662716
Nsite.Glob.threat[248],2.025333333,0.7976657675,1,4,1.000184893
Nsite.Glob.threat[249],2.626259259,0.6294023718,2,4,1.000031308
Nsite.Glob.threat[250],2.564148148,0.6325520189,2,4,1.000246452
Nsite.Glob.threat[251],2.246888889,0.9620418908,0,4,0.999973954
Nsite.Glob.threat[252],1.807888889,0.7714131992,1,3,1.000254449
Nsite.Glob.threat[253],1.489851852,0.63862199,1,3,1.000114228
Nsite.Glob.threat[254],3.077296296,0.2790035492,3,4,1.001795351
Nsite.Glob.threat[255],1.878185185,0.7638822527,1,3,1.000289012
Nsite.Glob.threat[256],2.36937037,0.5471667322,2,4,1.000079821
Nsite.Glob.threat[257],1.184962963,0.8324659478,0,3,1.000001554
Nsite.Glob.threat[258],2.371481481,0.5614912688,2,4,1.000365097
Nsite.Glob.threat[259],1.422518519,0.6059053789,1,3,0.9999659463
Nsite.Glob.threat[260],2.639037037,0.6739740957,2,4,0.9999938334
Nsite.Glob.threat[261],2.232666667,0.4552002086,2,3,1.000123099
Nsite.Glob.threat[262],1.594592593,0.6896291571,1,3,0.9999585802
Nsite.Glob.threat[263],2.256444444,0.4741699767,2,3,1.00025462
Nsite.Glob.threat[264],1.572481481,0.6605438292,1,3,1.000002604
Nsite.Glob.threat[265],1.546703704,0.6552222113,1,3,1.000094333
Nsite.Glob.threat[266],0.7845925926,0.7833405234,0,2,1.000069538
Nsite.Glob.threat[267],2.345333333,0.5268491094,2,3,1.000019432
Nsite.Glob.threat[268],1.567518519,0.6744920909,1,3,1.000056519
Nsite.Glob.threat[269],1.713703704,0.714232034,1,3,1.000060796
Nsite.Glob.threat[270],3.360333333,0.5055826347,3,4,0.9999760592
Nsite.Glob.threat[271],1.074703704,0.8565878989,0,3,1.000069164
Nsite.Glob.threat[272],2.439851852,0.5998357556,2,4,1.000234135
Nsite.Glob.threat[273],0.8057407407,0.7900008037,0,3,1.000098361
Nsite.Glob.threat[274],2.465,0.5834528581,2,4,1.000121277
Nsite.Glob.threat[275],3.463703704,0.5286849211,3,4,1.000078664
Nsite.Glob.threat[276],2.233407407,0.9342047372,1,4,1.000021663
Nsite.Glob.threat[277],1.71962963,0.7154410231,1,3,1.000088285
Nsite.Glob.threat[278],3.056296296,0.2383963757,3,4,1.000431831
Nsite.Glob.threat[279],1.596037037,0.6706941068,1,3,1.000014872
Nsite.Glob.threat[280],0.907,0.8329815004,0,3,0.9999757928
Nsite.Glob.threat[281],1.581555556,0.6702366604,1,3,0.9999735754
Nsite.Glob.threat[282],2.38462963,0.5341281088,2,3,1.000784453
Nsite.Glob.threat[283],1.237666667,0.9000556176,0,3,1.000003713
Nsite.Glob.threat[284],1.485962963,0.9307015707,0,3,0.9999854669
Nsite.Glob.threat[285],2.330888889,0.5198329109,2,3,1.000001223
Nsite.Glob.threat[286],0.9056296296,0.7922815625,0,3,0.9999657638
Nsite.Glob.threat[287],0.4321851852,0.5673248769,0,2,1.000136232
Nsite.Glob.threat[288],1.082222222,0.2859388971,1,2,1.0000729
Nsite.Glob.threat[289],0.3451481481,0.5330154786,0,2,1.000009592
Nsite.Glob.threat[290],0.3771481481,0.5431320486,0,2,1.000182638
Nsite.Glob.threat[291],0.2318148148,0.4585113314,0,1,1.00030016
Nsite.Glob.threat[292],0.2403333333,0.4677644154,0,1,1.000262798
Nsite.Glob.threat[293],0.6134444444,0.6132154385,0,2,1.000011267
Nsite.Glob.threat[294],0.3864074074,0.5525669676,0,2,1.000155325
Nsite.Glob.threat[295],1.113333333,0.3322934011,1,2,1.000095389
Nsite.Glob.threat[296],0.5535925926,0.6034719208,0,2,1.000101511
Nsite.Glob.threat[297],0.4902962963,0.589469476,0,2,1.000190968
Nsite.Glob.threat[298],1.35137037,0.5063231898,1,2,0.9999767455
Nsite.Glob.threat[299],0.3486666667,0.5367232569,0,2,1.000091746
Nsite.Glob.threat[300],0.6626666667,0.732628569,0,2,1.000077715
Nsite.Glob.threat[301],1.482777778,0.5395568411,1,2,1.000152942
Nsite.Glob.threat[302],0.4773333333,0.5790305844,0,2,1.000081557
Nsite.Glob.threat[303],0.457962963,0.5709840105,0,2,0.9999671875
Nsite.Glob.threat[304],0.5410740741,0.599407366,0,2,1.000005372
Nsite.Glob.threat[305],0.3841111111,0.5480498769,0,2,1.000153329
Nsite.Glob.threat[306],1.120555556,0.3393188604,1,2,1.000474967
Nsite.Glob.threat[307],0.3873333333,0.5723116071,0,2,1.000013814
Nsite.Glob.threat[308],0.3536296296,0.5438491099,0,2,1.000328085
Nsite.Glob.threat[309],0.4305185185,0.5741332395,0,2,1.000252876
Nsite.Glob.threat[310],0.6468148148,0.6485438585,0,2,0.9999983956
Nsite.Glob.threat[311],0.3786296296,0.5604423977,0,2,0.9999789474
Nsite.Glob.threat[312],0.3944074074,0.5777122592,0,2,1.000000888
Nsite.Glob.threat[313],0.4165185185,0.5921768822,0,2,1.000042963
Nsite.Glob.threat[314],0.6624444444,0.7398715123,0,2,1.000118888
Nsite.Glob.threat[315],0.5998148148,0.7018887672,0,2,0.9999988031
Nsite.Glob.threat[316],0.5954814815,0.6271700721,0,2,0.9999456256
Nsite.Glob.threat[317],0.6473703704,0.6686653487,0,2,0.9999779303
Nsite.Glob.threat[318],0.5521111111,0.6224523517,0,2,1.00001599
Nsite.Glob.threat[319],1.177814815,0.403479031,1,2,1.000069452
Nsite.Glob.threat[320],0.477,0.6037561907,0,2,1.000051386
Nsite.Glob.threat[321],0.37,0.5667327146,0,2,1.000164022
Nsite.Glob.threat[322],0.4361111111,0.6041877532,0,2,1.00005212
Nsite.Glob.threat[323],0.4216666667,0.5888051835,0,2,1.000067055
Nsite.Glob.threat[324],1.143481481,0.3658722001,1,2,1.000033978
Nsite.Glob.threat[325],0.6047037037,0.6528123998,0,2,1.000050992
Nsite.Glob.threat[326],1.116259259,0.3328982164,1,2,1.000200501
Nsite.Glob.threat[327],0.5176666667,0.6128243224,0,2,1.000038364
Nsite.Glob.threat[328],0.4230740741,0.5673377309,0,2,1.000006504
Nsite.Glob.threat[329],1.155777778,0.3853304088,1,2,1.000239213
Nsite.Glob.threat[330],0.518037037,0.6020821424,0,2,1.000102859
Nsite.Glob.threat[331],0.5465555556,0.5997480756,0,2,0.9999624267
Nsite.Glob.threat[332],0.1951111111,0.4116058923,0,1,0.9999672663
Nsite.Glob.threat[333],0.3169259259,0.4820979334,0,1,1.000062477
Nsite.Glob.threat[334],0.1758518519,0.3924854068,0,1,1.000044658
Nsite.Glob.threat[335],0.4511481481,0.5387865206,0,1,0.9999896022
Nsite.Glob.threat[336],0.2594814815,0.4542098979,0,1,1.000027633
Nsite.Glob.threat[337],0.360037037,0.5132086193,0,1,1.000022074
Nsite.Glob.threat[338],1.033592593,0.1848488559,1,2,1.000309422
Nsite.Glob.threat[339],0.2683703704,0.4633854096,0,1,0.9999498927
Nsite.Glob.threat[340],0.1723703704,0.3881551313,0,1,1.00001193
Nsite.Glob.threat[341],1.080925926,0.2811521203,1,2,1.000820608
Nsite.Glob.threat[342],0.1783703704,0.3947396759,0,1,1.000006748
Nsite.Glob.threat[343],0.2245555556,0.4377430028,0,1,1.000020241
Nsite.Glob.threat[344],0.3855185185,0.5262873007,0,1,0.9999940305
Nsite.Glob.threat[345],0.198,0.4117560201,0,1,1.000110864
Nsite.Glob.threat[346],0.1597037037,0.3777859649,0,1,0.9999741847
Nsite.Glob.threat[347],0.2939259259,0.4742881138,0,1,1.000023398
Nsite.Glob.threat[348],0.2684074074,0.4609195304,0,1,1.000001789
Nsite.Glob.threat[349],0.3487037037,0.5025198414,0,1,1.000030903
Nsite.Glob.threat[350],0.2056296296,0.4160002383,0,1,1.000014215
Nsite.Glob.threat[351],1.021851852,0.1484649166,1,1,1.000254119
Nsite.Glob.threat[352],0.3157407407,0.4907873892,0,1,0.9999783325
Nsite.Glob.threat[353],0.4518888889,0.5456155668,0,1,0.9999670023
Nsite.Glob.threat[354],0.2324074074,0.4394793494,0,1,1.000372611
Nsite.Glob.threat[355],0.2817407407,0.4739128994,0,1,0.999990032
Nsite.Glob.threat[356],0.3166296296,0.4848202549,0,1,0.999963963
Nsite.Glob.threat[357],0.1984814815,0.4099460577,0,1,1.000139019
Nsite.Glob.threat[358],0.2168148148,0.4276095885,0,1,1.000028835
Nsite.Glob.threat[359],0.2214814815,0.4309217697,0,1,1.000026677
Nsite.Glob.threat[360],0.2623333333,0.4608810167,0,1,1.000041699
Nsite.Glob.threat[361],1.026666667,0.1629390421,1,2,1.002498165
Nsite.Glob.threat[362],0.1909259259,0.4057430988,0,1,1.000297009
Nsite.Glob.threat[363],1.033740741,0.185821172,1,2,1.000716505
Nsite.Glob.threat[364],0.4116296296,0.5447202822,0,2,0.9999883634
Nsite.Glob.threat[365],1.029962963,0.1754138739,1,2,1.000138272
Nsite.Glob.threat[366],0.1844444444,0.4022910548,0,1,1.000001497
Nsite.Glob.threat[367],1.033296296,0.1818729417,1,2,1.001420279
Nsite.Glob.threat[368],0.5449259259,0.5822639049,0,2,1.000019741
Nsite.Glob.threat[369],0.4825925926,0.5511645012,0,2,1.000027488
Nsite.Glob.threat[370],0.3739259259,0.512983539,0,1,0.9999641238
Nsite.Glob.threat[371],1.022555556,0.1502203607,1,1,1.000771006
Nsite.Glob.threat[372],0.4456666667,0.5288902681,0,1,1.000016935
Nsite.Glob.threat[373],0.4975925926,0.5858259984,0,2,1.000033539
Nsite.Glob.threat[374],1.033777778,0.1839110584,1,2,1.000412365
Nsite.Glob.threat[375],1.026074074,0.1616660925,1,2,1.000928308
Nsite.Glob.threat[376],1.02937037,0.1721045027,1,2,1.000626026
Nsite.Glob.threat[377],0.2456666667,0.4492666799,0,1,1.000116452
Nsite.Glob.threat[378],0.2246666667,0.4352675405,0,1,1.000179599
Nsite.Glob.threat[379],0.2256666667,0.4335128232,0,1,0.9999629687
Nsite.Glob.threat[380],0.3084074074,0.4937811533,0,1,0.9999830173
Nsite.Glob.threat[381],0.2533333333,0.4553959362,0,1,1.000056437
Nsite.Glob.threat[382],0.3348148148,0.5090853542,0,1,0.9999828087
Nsite.Glob.threat[383],0.2563333333,0.4548147306,0,1,1.000011419
Nsite.Glob.threat[384],0.6321481481,0.5973662024,0,2,0.9999898196
Nsite.Glob.threat[385],0.295962963,0.4757912062,0,1,1.000029878
Nsite.Glob.threat[386],0.2821111111,0.4724398008,0,1,1.000050262
Nsite.Glob.threat[387],1.035333333,0.1878067635,1,2,1.001718081
Nsite.Glob.threat[388],0.2062962963,0.418953951,0,1,1.000935463
Nsite.Glob.threat[389],0.322037037,0.4923537713,0,1,0.9999713971
Nsite.Glob.threat[390],0.1665555556,0.3830746186,0,1,0.9999949819
Nsite.Glob.threat[391],0.2512962963,0.4515880851,0,1,1.000029775
Nsite.Glob.threat[392],1.034259259,0.1853269914,1,2,1.00003868
Nsite.Glob.threat[393],0.3578888889,0.50387291,0,1,1.000203405
Nsite.Glob.threat[394],0.3547777778,0.5070919563,0,1,0.9999789694
Nsite.Glob.threat[395],0.2907037037,0.4751410079,0,1,1.000170758
Nsite.Glob.threat[396],0.3632962963,0.5098905699,0,1,1.000059977
