FID;Index;ID;Sampling_s;Dist_city;Dist_road;Dist_water;Dist_wat_1;Dist_wat_2;Dist_humse;HDens_2km;HDens_500m;NDVImean_5;NDVImean_6;NDVImean_2;cattle_num;cattle_fre;effort_day;xcoord;ycoord;PA;survey_are;pa_type;year;Biome;CTmodel;CTnumber;CTcode;CTcode2;trail;trail_type;trail_ty_1;team;team2;team3;veg_field;cattle_fie;Prob_fogo
0;1;1;OCCAJ01;1,332475;0,137312;-0,718338;-1,0289;-0,714376;0,023027;-0,436975;-0,171954;-0,254808;-0,118559;-0,293694;-0,276328;-0,270365;0,837065;-45,367522;-14,933456;PC;PC;1;2015;Cer;trophycam;B110816640;A;A;1;carreiro;carreiro;other;MJ;MJ;CER SS;N;0,330006987
1;2;2;OCCAJ02;1,35768;0,481328;-0,402029;-0,841358;-0,500525;-0,348882;-0,436975;-0,171954;0,244383;0,06628;-0,576849;0,019801;-0,038121;0,837065;-45,381071;-14,919999;PC;PC;1;2015;Cer;trophycam;B131200715;B;A;1;carreiro;carreiro;other;MJ;MJ;CER SS;N;0,252963006
2;3;3;OCCAJ03;1,219524;0,455774;-0,877509;-1,123273;-0,821989;-0,610605;-0,267272;-0,171954;-0,295281;-0,302837;-0,386178;-0,276328;-0,270365;0,837065;-45,395021;-14,933413;PC;PC;1;2015;Cer;trophycam;B131200711;B;A;1;carreiro;carreiro;other;MJ;MJ;CER SS;N;0,457372993
3;4;4;OCCAJ04;1,275157;0,298231;0,133325;-0,523943;-0,13858;-0,307609;-0,436975;-0,171954;-0,248728;-0,335091;-0,262648;-0,276328;-0,270365;0,837065;-45,381294;-14,933379;PC;PC;1;2015;Cer;trophycam;B121000651;B;A;1;carreiro;carreiro;other;MJ;MJ;CER SS;N;0,353911996
4;5;5;OCCAJ05;1,19178;0,106206;-0,644133;-0,984903;-0,664207;-0,12417;-0,436975;-0,171954;-0,541058;-0,311249;-0,343115;-0,276328;-0,270365;-3,329335;-45,381328;-14,947185;PC;PC;1;2015;Cer;trophycam;B140711140;C;C;1;carreiro;carreiro;other;MJ;MJ;CER SS;N;0,486369997
5;6;6;OCCAJ06;1,250211;-0,050627;-0,012698;-0,610521;-0,237304;0,152117;-0,436975;-0,171954;-0,074314;-0,276271;-0,391554;-0,276328;-0,270365;0,837065;-45,367756;-14,947181;PC;PC;1;2015;Cer;trophycam;B100817126;A;A;1;carreiro;carreiro;other;MJ;MJ;CER SS;N;0,511394978
6;7;7;OCCAJ07;1,38889;-0,032328;-0,942906;-1,11413;-0,866203;0,29307;-0,436975;-0,171954;-0,517441;-0,143005;-0,353041;-0,276328;-0,270365;0,837065;-45,353602;-14,934155;PC;PC;1;2015;Cer;trophycam;B121018018;B;A;1;trail;trail;other;MJ;MJ;CER SS;N;0,259591997
7;8;8;OCCAJ08;1,473529;0,158615;-0,11477;-0,671039;-0,306313;-0,056757;-0,436975;-0,171954;-0,475825;-0,650909;-0,525597;-0,276328;-0,270365;0,837065;-45,35317;-14,920093;PC;PC;1;2015;Cer;trophycam;B10103853;A;A;1;carreiro;carreiro;other;MJ;MJ;CER SS;N;0,367422998
8;9;9;OCCAJ09;1,409413;0,327824;-1,039737;-1,219459;-0,931669;-0,035448;-0,436975;-0,171954;-0,314136;-0,230862;-0,403787;-0,276328;-0,270365;0,837065;-45,36805;-14,920254;PC;PC;1;2015;Cer;trophycam;B100817020;A;A;1;trail;estrada;other;MJ;MJ;CER SS;N;0,626323998
9;10;10;OCCAJ10;1,958774;0,045344;-0,811452;0,480927;-0,777329;-0,193202;-0,436975;-0,171954;-0,995161;-0,967069;-0,717773;-0,276328;-0,270365;0,837065;-45,29726;-14,879485;PC;PC;1;2015;Cer;trophycam;B12091038;B;A;1;carreiro;carreiro;other;MJ;MJ;CER SS;N;0,720088005
10;11;11;OCCAJ11;2,033189;0,214459;-1,226986;-0,063294;-1,058266;-0,499359;-0,436975;-0,171954;-0,259143;-0,62218;-0,521867;-0,202296;-0,212304;0,837065;-45,297776;-14,866211;PC;PC;1;2015;Cer;trophycam;B131000470;B;A;1;carreiro;carreiro;other;MJ;MJ;CER SS;N;0,615952015
11;12;12;OCCAJ12;1,978812;0,402207;-0,472031;-0,554422;-0,547852;-0,600303;0,65397;-0,171954;-0,315984;-0,251688;-0,358618;-0,276328;-0,270365;-0,886962;-45,311185;-14,865418;PC;PC;1;2015;Cer;trophycam;B140806204;C;C;1;carreiro;carreiro;other;MJ;MJ;CER SS;N;0,422035992
12;13;13;OCCAJ13;2,116641;0,403853;-0,462622;-0,469252;-0,54149;-0,742639;0,108498;-0,171954;-0,144184;-0,066084;-0,177821;-0,276328;-0,270365;0,837065;-45,297916;-14,851847;PC;PC;1;2015;Cer;trophycam;B140415863;C;C;1;carreiro;carreiro;other;MJ;MJ;CER SS;N;0,311192989
13;14;16;OCCAJ16;1,816804;0,076784;-1,08426;0,695119;-0,961771;0,088955;-0,436975;-0,171954;-0,389728;-0,603998;-0,610792;-0,202296;-0,212304;0,837065;-45,311555;-14,892873;PC;PC;1;2015;Cer;trophycam;B131200699;B;A;1;trail;trail;other;MJ;MJ;CER SS;N;0,742393017
14;15;17;OCCAJ17;1,557094;0,348521;-0,089066;-0,296033;-0,288935;-0,398201;-0,436975;-0,171954;-0,341546;-0,345158;-0,543349;-0,276328;-0,270365;0,9089;-45,352926;-14,906244;PC;PC;1;2015;Cer;trophycam;B110817581;A;A;1;carreiro;carreiro;other;MJ;MJ;CER SS;N;0,57672298
15;16;18;OCCAJ18;1,494519;0,513376;-0,662417;-0,995744;-0,676569;-0,370144;-0,436975;-0,171954;-0,417029;-0,388411;-0,391029;-0,276328;-0,270365;0,693396;-45,367576;-14,906547;PC;PC;1;2015;Cer;trophycam;B110817501;A;A;1;carreiro;carreiro;other;MJ;MJ;CER SS;N;0,531522989
16;17;19;OCCAJ19;1,720284;0,724018;-1,031619;-1,214646;-0,926181;-0,89638;-0,141511;-0,171954;0,78866;0,220289;0,038065;-0,276328;-0,270365;0,693396;-45,352978;-14,87928;PC;PC;1;2015;Cer;trophycam;B130904567;B;A;1;carreiro;carreiro;other;MJ;MJ;MC;N;0,0154157
17;18;21;OCCAJ21;1,37935;-0,369787;-0,558494;-0,394695;-0,606308;0,674059;-0,436975;-0,171954;0,657352;-0,301565;-0,657288;-0,276328;-0,270365;0,837065;-45,339649;-14,946838;PC;PC;1;2015;Cer;trophycam;B130905345;B;A;1;carreiro;carreiro;other;FFP;FFP;MC;N;0,120177001
18;19;22;OCCAJ22;1,589053;-0,131104;-1,080167;0,438572;-0,959003;0,199131;-0,436975;-0,171954;-0,81766;-0,583855;-0,674076;-0,276328;-0,270365;0,693396;-45,327677;-14,919725;PC;PC;1;2015;Cer;trophycam;B110307278;A;A;1;trail;estrada;other;FFP;FFP;CER SS;N;0,460034996
19;20;23;OCCAJ23;1,456341;-0,190166;-0,781925;-0,44881;-0,757367;0,361367;-0,436975;-0,171954;-0,458497;-0,296831;-0,627038;-0,276328;-0,270365;-0,671459;-45,339277;-14,933627;PC;PC;1;2015;Cer;trophycam;B100826313;A;A;1;trail;estrada;other;FFP;FFP;CER SS;N;0,179790005
20;21;24;OCCAJ24;1,533174;-0,000087;-0,026192;-0,070768;-0,246427;0,047064;-0,436975;-0,171954;-0,999107;-0,817082;-0,686685;-0,276328;-0,270365;-3,257501;-45,339521;-14,920142;PC;PC;1;2015;Cer;trophycam;B101014253;A;A;1;carreiro;carreiro;other;FFP;FFP;CER SS;N;0,559036016
21;22;25;OCCAJ25;1,615452;0,190823;-0,556142;0,376498;-0,604718;-0,248094;-0,436975;-0,171954;-0,257236;-0,502554;-0,720209;-0,276328;-0,270365;-1,246135;-45,339316;-14,906251;PC;PC;1;2015;Cer;trophycam;B110816641;A;A;1;N;N;other;FFP;FFP;CER SS;N;0,208233997
22;23;26;OCCAJ26;1,675754;0,028156;-1,110974;0,793198;-0,979831;0,004078;-0,436975;-0,171954;-0,669215;-0,872543;-0,677225;-0,276328;-0,270365;0,837065;-45,325466;-14,906422;PC;PC;1;2015;Cer;trophycam;B100081557;A;A;1;N;N;other;FFP;FFP;CER SS;N;0,543806016
23;24;27;OCCAJ27;1,639869;0,538882;-1,247547;-0,544106;-1,072166;-0,724418;-0,412732;-0,171954;-0,235579;-0,569293;-0,295841;-0,276328;-0,270365;-1,030631;-45,352904;-14,892528;PC;PC;1;2015;Cer;trophycam;B100825112;A;A;1;trail;estrada;other;FFP;FFP;VER;N;0,020983599
24;25;28;OCCAJ28;1,695572;0,377014;-0,697808;-0,239068;-0,700496;-0,475596;-0,436975;-0,171954;-0,945275;-0,635262;-0,439944;-0,276328;-0,270365;0,477893;-45,33924;-14,892796;PC;PC;1;2015;Cer;trophycam;B100815356;A;A;1;N;N;other;FFP;FFP;CER RALO;N;0,664901972
25;26;29;OCCAJ29;1,77657;0,562533;-0,083993;-0,652792;-0,285505;-0,551035;-0,436975;-0,171954;-0,163977;-0,12203;-0,068165;-0,276328;-0,270365;-0,52779;-45,339045;-14,879426;PC;PC;1;2015;Cer;trophycam;B101028491;A;A;0;N;N;other;FFP;FFP;CER SS;N;0,361519009
26;27;30;OCCAJ30;2,01111;-0,489851;-0,018243;1,665772;-0,241053;0,469485;-0,436975;-0,171954;-0,608806;-0,427055;-0,607972;-0,276328;-0,270365;0,837065;-45,269751;-14,893264;PC;PC;1;2015;Cer;trophycam;B110307295;A;A;0;N;N;other;FFP;FFP;CER SS;N;0,344177991
27;28;31;OCCAJ31;1,945918;-0,308371;-0,35237;1,523172;-0,466951;0,271343;-0,436975;-0,171954;-0,66428;-0,49627;-0,683459;-0,276328;-0,270365;-1,246135;-45,283291;-14,893258;PC;PC;1;2015;Cer;trophycam;B101028484;A;A;1;trail;estrada;other;FFP;FFP;CER SS;N;0,853860021
28;29;32;OCCAJ32;1,870146;-0,45179;0,751181;2,100653;0,279143;0,571009;-0,436975;-0,171954;-0,128591;-0,474613;-0,495729;-0,276328;-0,270365;0,837065;-45,283563;-14,906714;PC;PC;1;2015;Cer;trophycam;B121001275;B;A;1;trail;estrada;other;FFP;FFP;CER SS;N;0,549998999
29;30;33;OCCAJ33;1,730492;-0,473473;1,021079;1,912698;0,461618;0,779248;-0,436975;-0,171954;-0,466616;-0,416422;-0,462488;-0,276328;-0,270365;-1,820811;-45,297354;-14,91995;PC;PC;1;2015;Cer;trophycam;B140926006;C;C;0;N;N;other;FFP;FFP;CER SS;N;0,197944999
30;31;35;OCCAJ35;1,521268;-0,352931;-0,659372;0,286075;-0,67451;0,519411;-0,436975;-0,171954;-0,752804;-1,004387;-0,687704;-0,276328;-0,270365;0,837065;-45,325247;-14,933635;PC;PC;1;2015;Cer;trophycam;B120101027;B;A;0;N;N;other;FFP;FFP;CER SS;N;0,181682006
31;32;36;OCCAJ36;1,306025;-0,563376;-0,915746;0,102444;-0,847841;0,940243;-0,436975;-0,171954;-2,222434;-1,268602;-0,694352;-0,276328;-0,270365;-0,743293;-45,339172;-14,960311;PC;PC;1;2015;Cer;trophycam;B140926276;C;C;0;N;N;other;FFP;FFP;CER DENSO;N;0,965376019
32;33;37;OCCAJ37;2,100051;0,036741;-0,757434;0,169604;-0,740809;-0,247444;-0,436975;-0,171954;-0,194443;-0,409597;-0,752402;-0,276328;-0,270365;-1,317969;-45,283271;-14,865993;PC;PC;1;2015;Cer;trophycam;B140619853;C;C;0;N;N;other;FFP;FFP;CER SS;N;0,31239
33;34;38;OCCAJ38;2,081702;-0,300734;-1,066041;0,945115;-0,949453;0,215158;-0,436975;-0,171954;-0,609611;-0,472491;-0,653041;-0,276328;-0,270365;-0,096783;-45,270622;-14,879724;PC;PC;1;2015;Cer;trophycam;B131200426;B;A;0;N;N;other;FFP;FFP;CER RALO;N;0,512558997
34;35;39;OCCAJ39;2,026278;-0,132763;-0,653814;0,858105;-0,670753;-0,026649;-0,436975;-0,171954;-0,832784;-1,131408;-0,733355;-0,276328;-0,270365;0,765231;-45,283331;-14,878911;PC;PC;1;2015;Cer;trophycam;B100815620;A;A;0;N;N;other;FFP;FFP;CER RALO;N;0,587301016
35;36;41;OCCAJ41;1,804794;-0,265279;0,547876;1,706871;0,141692;0,458281;-0,436975;-0,171954;0,451859;-0,126232;-0,435942;-0,276328;-0,270365;0,765231;-45,297507;-14,906435;PC;PC;1;2015;Cer;trophycam;B120521018;B;A;0;N;N;other;FFP;FFP;CER SS;N;0,425799012
36;37;42;OCCAJ42;1,739265;-0,12639;-0,149543;1,342736;-0,329822;0,299691;-0,436975;-0,171954;-0,406958;-0,618097;-0,49443;-0,276328;-0,270365;0,693396;-45,311526;-14,906422;PC;PC;1;2015;Cer;trophycam;B110817894;A;A;0;N;N;other;FFP;FFP;CER SS;N;0,498683989
37;38;43;OCCAJ43;1,757325;0,227235;-0,529177;0,300398;-0,586487;-0,164615;-0,436975;-0,171954;-0,479027;-0,384732;-0,595414;-0,276328;-0,270365;0,693396;-45,325497;-14,892413;PC;PC;1;2015;Cer;trophycam;B110304357;A;A;1;trail;trail;other;FFP;FFP;CER SS;N;0,447863013
38;39;44;OCCL01;-0,645285;0,715252;-0,691632;0,529449;-0,69632;-0,427817;-0,436975;-0,171954;-0,998011;-0,959742;-0,936164;0,241898;0,123747;0,980734;-44,861963;-15,1844;PD;CL;0;2016;Cer;trophycam;B121000481;B;A;1;carreiro;carreiro;other;MJ;MJ FFP;CER SS;N;0,200203001
39;40;45;OCCL02;-0,583934;0,865741;-0,573887;1,229138;-0,616715;-0,684281;-0,300607;-0,171954;-0,933506;-0,886007;-0,857263;-0,276328;-0,270365;-0,52779;-44,875482;-15,184701;PD;CL;0;2016;Cer;trophycam;B120101919;B;A;0;N;N;other;MJ;MJ FFP;CER DENSO;N;0,137849003
40;41;46;OCCL03;-0,51593;1,032783;-0,084601;1,808511;-0,285917;-0,74318;-0,164239;-0,171954;-0,608082;-0,689453;-0,68781;0,241898;0,12981;0,9089;-44,888863;-15,18442;PD;CL;0;2016;Cer;trophycam;B121001275;B;A;1;trail;trail;other;MJ;MJ FFP;CER DENSO;N;0,355984986
41;42;47;OCCL04;-0,654538;0,69097;0,527181;1,474286;0,1277;-0,388089;-0,436975;-0,171954;-0,71275;-0,858101;-1,00291;-0,276328;-0,270365;0,9089;-44,875423;-15,197722;PD;CL;0;2016;Cer;trophycam;B121017980;B;A;0;N;N;other;MJ;MJ FFP;CER DENSO;N;0,091241397
42;43;48;OCCL05;-0,581005;0,871672;0,641949;1,397068;0,205293;-0,42503;-0,436975;-0,171954;-1,117355;-0,977292;-0,87357;-0,276328;-0,270365;0,9089;-44,88916;-15,197394;PD;CL;0;2016;Cer;trophycam;B131200437;B;A;1;carreiro;carreiro;other;MJ;MJ FFP;CER SS;N;0,293366998
43;44;49;OCCL06;-0,720214;0,528344;1,223406;1,822327;0,598408;-0,080413;-0,436975;-0,171954;-0,893607;-1,002516;-1,019119;-0,276328;-0,270365;0,9089;-44,875306;-15,210378;PD;CL;0;2016;Cer;trophycam;B110307278;A;A;1;carreiro;carreiro;other;MJ;MJ FFP;CER SS;N;0,453489006
44;45;50;OCCL07;-0,792119;0,351732;0,736171;1,233317;0,268995;0,051288;-0,436975;-0,171954;-1,234255;-0,849395;-0,926117;-0,276328;-0,270365;0,9089;-44,861765;-15,210623;PD;CL;0;2016;Cer;agressor;B150801895;D;D;1;carreiro;carreiro;other;MJ;MJ FFP;CER SS;N;0,533263981
45;46;51;OCCL08;-0,857426;0,191528;0,83313;0,71081;0,334548;-0,019396;-0,436975;-0,171954;-0,838242;-0,86491;-0,966885;-0,276328;-0,270365;-1,605307;-44,848567;-15,210761;PD;CL;0;2016;Cer;trophycam;B1209138;B;A;1;trail;trail;other;MJ;MJ FFP;CER SS;Y;0,192394003
46;47;52;OCCL09;-0,782595;0,376856;0,616789;0,238519;0,188283;-0,321813;-0,436975;-0,171954;-0,775025;-0,694968;-0,779577;-0,276328;-0,270365;0,9089;-44,848367;-15,197585;PD;CL;0;2016;Cer;trophycam;B100826313;A;A;1;trail;trail;other;MJ;MJ FFP;CER DENSO;N;0,525445998
47;48;53;OCCL10;-0,722227;0,524832;0,459756;0,828844;0,082115;-0,211922;-0,436975;-0,171954;-0,884699;-0,920272;-0,975526;-0,276328;-0,270365;0,9089;-44,861609;-15,197641;PD;CL;0;2016;Cer;trophycam;B131200715;B;A;0;N;N;other;MJ;MJ FFP;CER DENSO;N;0,138906002
48;49;54;OCCL11;-0,196623;1,823616;0,350822;1,69162;0,008467;-0,700048;-0,300607;-0,171954;-0,528371;-0,444938;-0,478786;-0,276328;-0,270365;0,9089;-44,875256;-15,119563;PD;CL;0;2016;Cer;agressor;B151106892;D;D;0;N;N;other;MJ;MJ FFP;CER DENSO;N;0,124690004
49;50;55;OCCL12;-0,144147;1,952295;0,89053;1,070329;0,373355;-0,568718;-0,436975;-0,171954;-0,625702;-0,438842;-0,798278;-0,276328;-0,270365;0,9089;-44,888862;-15,119646;PD;CL;0;2016;Cer;trophycam;B140415863;C;C;0;N;N;other;MJ;MJ FFP;CER SS;N;0,316121995
50;51;56;OCCL13;-0,219621;1,765703;1,36729;1,300986;0,695685;-0,303079;-0,436975;-0,171954;-0,664803;-0,527951;-0,45403;-0,276328;-0,270365;0,9089;-44,889058;-15,132244;PD;CL;0;2016;Cer;trophycam;B120101027;B;A;1;trail;trail;other;MJ;MJ FFP;CER SS;N;0,308164001
51;52;57;OCCL14;-0,492705;1,092735;0,406955;0,509067;0,046417;-0,394567;-0,436975;-0,171954;-0,770521;-0,644722;-0,577127;0,167865;0,083531;0,765231;-44,86186;-15,158789;PD;CL;0;2016;Cer;trophycam;B131200419;B;A;1;trail;trail;other;MJ;MJ FFP;CER SS;Y;0,191154003
52;53;58;OCCL15;-0,689784;0,612405;-0,13032;-0,062665;-0,316826;-0,472184;-0,436975;-0,171954;-0,698544;-0,772445;-1,164995;-0,276328;-0,270365;0,9089;-44,794567;-15,158487;PD;CL;0;2016;Cer;trophycam;B121000673;B;A;1;carreiro;carreiro;other;MJ;MJ FFP;CER RALO;Y;0,500784993
53;54;59;OCCL16;-0,661771;0,680133;0,253404;-0,452746;-0,057396;-0,785347;0,517602;-0,171954;-0,426989;-1,910164;-1,324051;-0,276328;-0,270365;0,9089;-44,808128;-15,158375;PD;CL;0;2016;Cer;trophycam;B131200441;B;A;1;carreiro;carreiro;other;MJ;MJ FFP;CER RALO;Y;0,593236983
54;55;60;OCCL17;-0,752749;0,455334;0,23108;-0,465982;-0,072489;-0,830346;0,270119;-0,171954;-1,156165;-1,676122;-1,221396;-0,276328;-0,270365;-2,754659;-44,807968;-15,171424;PD;CL;0;2016;Cer;trophycam;B140619853;C;C;1;carreiro;carreiro;other;MJ;MJ FFP;CER RALO;Y;0,561746001
55;56;61;OCCL18;-0,842365;0,233825;-0,607997;-0,963478;-0,639776;-0,96079;0,017586;-0,137641;-1,169817;-0,594172;-0,482452;-0,276328;-0,270365;0,837065;-44,8079;-15,184427;PD;CL;0;2016;Cer;trophycam;B121018018;B;A;1;carreiro;carreiro;other;MJ;MJ FFP;CER RALO;Y;0,722827017
56;57;62;OCCL19;-0,875644;0,153263;-0,109078;-0,327545;-0,302464;-0,916065;-0,02484;-0,05786;-0,99154;-1,054521;-0,844548;-0,054231;-0,063925;0,11872;-44,794509;-15,184701;PD;CL;0;2016;Cer;agressor;B150801818;D;D;1;carreiro;carreiro;other;MJ;MJ FFP;CER SS;Y;0,589941025
57;58;63;OCCL20;-1,0539;-0,2874;-0,183664;-0,664636;-0,352891;-0,86667;1,303342;-0,171954;-0,339337;-0,602673;-0,324556;-0,276328;-0,270365;0,9089;-44,794508;-15,210232;PD;CL;0;2016;Cer;trophycam;B131000482;B;A;1;carreiro;carreiro;other;MJ;MJ FFP;CER SS;Y;0,236159995
58;59;64;OCCL21;-0,236154;1,729113;0,911993;-0,012614;0,387866;-0,659984;-0,051935;-0,171954;-1,137598;-1,020997;-0,804722;-0,054231;-0,093417;0,765231;-44,834812;-15,106208;PD;CL;0;2016;Cer;trophycam;B120521018;B;A;1;carreiro;carreiro;other;MJ;MJ MSP;CER SS;Y;0,557862997
59;60;65;OCCL22;-0,198527;1,820978;-0,185588;0,404576;-0,354192;-1,004457;0,140584;-0,171954;-0,277897;-0,438453;-0,577081;-0,276328;-0,270365;0,765231;-44,848555;-15,106203;PD;CL;0;2016;Cer;trophycam;B110309357;A;A;1;carreiro;carreiro;other;MJ;MJ MSP;CER DENSO;Y;0,445699006
60;61;66;OCCL23;-0,289605;1,595972;-0,564072;0,54808;-0,610079;-0,955608;0,556997;-0,171954;-0,373874;-0,40477;-0,455723;-0,276328;-0,270365;0,765231;-44,848299;-15,119698;PD;CL;0;2016;Cer;trophycam;B1210819?3;B;A;1;carreiro;carreiro;other;MJ;MJ MSP;CER SS;N;0,330792993
61;62;67;OCCL24;-0,299385;1,568496;1,343711;1,420053;0,679744;-0,356497;-0,436975;-0,171954;-0,12788;-0,214298;-0,411813;-0,276328;-0,270365;0,693396;-44,888807;-15,145534;PD;CL;0;2016;Cer;agressor;B150801806;D;D;0;N;N;other;MJ;MJ MSP;CER DENSO;N;0,072656497
62;63;68;OCCL25;-0,433174;1,238746;0,177556;1,236602;-0,108676;-0,628395;-0,308628;-0,171954;-0,237953;-0,247718;-0,50483;-0,276328;-0,270365;0,9089;-44,875439;-15,158328;PD;CL;0;2016;Cer;trophycam;B131200699;B;A;0;N;N;other;MJ;MJ MSP;CER SS;N;0,091861397
63;64;69;OCCL26;-0,112175;2,032294;0,450677;1,421162;0,075977;-1,028807;-0,218786;0,280459;0,339445;0,063523;-0,781631;-0,276328;-0,270365;-0,958797;-44,875597;-15,106466;PD;CL;0;2016;Cer;trophycam;B140926276;C;C;0;N;N;other;MJ;MJ MSP;CER SS;Y;0,236013994
64;65;70;OCCL27;-0,064835;2,148347;0,977275;0,760158;0,432002;-0,727911;-0,300607;-0,171954;-3,051766;-3,122708;-1,226871;0,686091;0,695772;-0,168617;-44,88854;-15,106598;PD;CL;0;2016;Cer;trophycam;B100815356;A;A;1;carreiro;carreiro;other;MJ;MJ MSP;CER SS;Y;0,251828998
65;66;71;OCCL28;-0,244216;1,707031;-0,817621;1,124179;-0,7815;-0,748425;0,629727;0,560191;0,013101;-0,137581;-0,341851;-0,202296;-0,210431;0,693396;-44,861967;-15,119553;PD;CL;0;2016;Cer;trophycam;B140926006;C;C;0;N;N;other;MJ;MJ MSP;CER SS;Y;0,344992012
66;67;72;OCCL29;-0,373252;1,385807;0,260408;1,676859;-0,052661;-0,673656;-0,146056;-0,171954;-0,432318;-0,429186;-0,406002;-0,202296;-0,207384;0,477893;-44,888817;-15,158354;PD;CL;0;2016;Cer;agressor;B151106797;D;D;0;N;N;other;MJ;MJ MSP;CER SS;N;0,266189009
67;68;73;OCCL30;-0,445807;1,205118;-0,444907;1,285514;-0,529513;-0,669814;0,023646;-0,171954;-0,21969;-0,349813;-0,507701;-0,276328;-0,270365;0,765231;-44,902467;-15,184626;PD;CL;0;2016;Cer;trophycam;B140806204;C;C;0;N;N;other;MJ;MJ MSP;CER SS;Y;0,199672997
68;69;74;OCCL31;-0,587564;0,860754;-0,520324;-0,911496;-0,580502;-0,981687;0,718143;2,487091;-0,380579;-0,012091;-0,115499;0,093833;0,015474;0,9089;-44,835027;-15,158384;PD;CL;0;2016;Cer;trophycam;B100825112;A;A;1;carreiro;carreiro;GBF;GBF;GBF MSP;CER SS;Y;0,342343003
69;70;75;OCCL32;-0,542064;0,971948;0,080091;-0,210632;-0,17457;-0,677062;-0,232423;0,097452;-0,685373;-0,608298;-0,415548;-0,202296;-0,213197;0,9089;-44,848344;-15,158413;PD;CL;0;2016;Cer;trophycam;B120520985;B;A;0;N;N;GBF;GBF;GBF MSP;CER SS;N;0,102989003
70;71;76;OCCL33;-0,622864;0,7721;-0,988963;-0,289121;-0,897342;-0,681788;-0,372802;-0,076002;-0,000478;-0,414634;-0,52591;-0,276328;-0,270365;-0,52779;-44,848515;-15,171336;PD;CL;0;2016;Cer;trophycam;B100815620;A;A;0;N;N;GBF;GBF;GBF MSP;VER;Y;0,630815029
71;72;77;OCCL34;-0,568616;0,904955;-0,731965;0,43156;-0,723589;-0,500198;-0,436975;-0,171954;-0,541572;-0,870211;-0,765682;-0,054231;-0,10146;0,980734;-44,862;-15,17141;PD;CL;0;2016;Cer;trophycam;B130904567;B;A;1;carreiro;carreiro;GBF;GBF;GBF MSP;CER SS;N;0,352227002
72;73;78;OCCL35;-0,510549;1,047321;-0,870795;1,160371;-0,81745;-0,842306;-0,194543;-0,171954;-0,444094;-0,525546;-0,667275;-0,276328;-0,270365;-1,246135;-44,875628;-15,171772;PD;CL;0;2016;Cer;agressor;B150801784;D;D;1;trail;trail;GBF;GBF;GBF MSP;CER SS;Y;0,089773901
73;74;79;OCCL36;-0,457371;1,181336;-0,145565;-0,098395;-0,327133;-0,687512;0,222138;-0,145186;-0,475031;-0,345254;-0,448758;-0,276328;-0,270365;0,9089;-44,848384;-15,145258;PD;CL;0;2016;Cer;trophycam;B130905345;B;A;0;N;N;GBF;GBF;GBF MSP;CER SS;Y;0,211247995
74;75;80;OCCL37;-0,276655;1,625772;0,659066;1,469346;0,216866;-0,626702;-0,351411;-0,153842;-0,452873;-0,349501;-0,478196;-0,276328;-0,270365;0,837065;-44,875474;-15,132506;PD;CL;0;2016;Cer;trophycam;B110307295;A;A;0;N;N;GBF;GBF;GBF MSP;CER SS;N;0,224052995
75;76;81;OCCL38;-0,327479;1,501234;-0,406794;0,791669;-0,503746;-0,958003;0,08577;1,126122;-0,256178;-0,607254;-0,511245;-0,276328;-0,270365;0,837065;-44,86204;-15,132533;PD;CL;0;2016;Cer;trophycam;B140806742;C;C;0;N;N;GBF;GBF;GBF MSP;CER SS;N;0,251186013
76;77;82;OCCL39;-0,355698;1,430349;1,268389;1,344328;0,62882;-0,49609;-0,436975;-0,171954;-0,312341;-0,448177;-0,46936;-0,276328;-0,270365;0,9089;-44,87542;-15,145373;PD;CL;0;2016;Cer;trophycam;B120100832;B;A;0;N;N;GBF;GBF;GBF MSP;CER DENSO;N;0,112217002
77;78;83;OCCL40;-0,409301;1,298982;0,558178;0,614663;0,148657;-0,682432;-0,02484;-0,171954;-0,741339;-0,625261;-0,537169;-0,128263;-0,074791;-1,030631;-44,861763;-15,145294;PD;CL;0;2016;Cer;trophycam;B100817020;A;A;0;N;N;GBF;GBF;GBF MSP;CER DENSO;N;0,241179004
78;79;84;OCCL41;-0,803307;0,328793;-1,146138;-1,282545;-1,003605;-0,736577;0,017586;0,377153;1,670722;0,928817;0,164923;-0,276328;-0,270365;-1,102466;-44,821155;-15,18436;PD;CL;0;2016;Cer;trophycam;B120100128;B;A;1;carreiro;carreiro;GBF;GBF;GBF MSP;VER;Y;0,00719701
79;80;85;OCCL42;-0,755923;0,444407;-0,238629;-0,744477;-0,390052;-0,750934;-0,300607;-0,171954;1,02041;0,771842;0,134979;-0,202296;-0,115535;-2,036314;-44,834881;-15,184319;PD;CL;0;2016;Cer;trophycam;B110307281;A;A;1;carreiro;carreiro;GBF;GBF;GBF MSP;CER SS;Y;0,112839997
80;81;86;OCCL43;-0,704653;0,569793;-0,392465;-0,152602;-0,494058;-0,584189;-0,364245;-0,171954;-1,06236;-0,842187;-0,459484;-0,276328;-0,270365;1,124403;-44,848135;-15,184377;PD;CL;0;2016;Cer;agressor;B150801827;D;D;1;carreiro;carreiro;GBF;GBF;GBF MSP;CER SS;Y;0,231883004
