Index,ID,Sampling_site,Dist_city,Dist_road,Dist_water2,Dist_water3,Dist_water,Dist_humset,HDens_2km,HDens_500m,NDVImean_50m,NDVImean_500m,NDVImean_2km,cattle_numb,cattle_freq,effort_days,xcoord,ycoord,PA,survey_area,pa_type,year,Biome,CTmodel,CTnumber,CTcode,CTcode2,trail,trail_type,trail_type2,team,team2,team3,veg_field,cattle_field
395,409,OCVB02,1.201668942,0.908298305,-0.894789914,-1.133519301,-0.833672634,-0.939970764,0.411537945,0.179331228,0.986436887,0.070979568,0.229810785,1.130283741,0.926284913,0.477892959,-45.205334,-15.225335,PD,VB,0,2016,Cer,trophycam,B120521018,B,A,1,carreiro,carreiro,other,MJ,MJ MSP,CER SS,Y
396,410,OCVB03,1.174623564,1.269611489,0.025182458,-0.588060824,-0.211693271,-0.733735596,-0.096054571,-0.171953621,0.657242784,0.48276233,0.079063149,-0.276327702,-0.270365111,0.406058463,-45.205531,-15.251475,PD,VB,0,2016,Cer,trophycam,B121081918,B,A,1,carreiro,carreiro,other,MJ,MJ MSP,CER SS,N
397,411,OCVB04,1.07706809,1.111024343,-0.371171454,-0.823062013,-0.479662138,-0.74825877,0.8585224,-0.171953621,-0.564220187,-0.130266268,0.06438922,0.019801023,-0.014095233,0.406058463,-45.218943,-15.251178,PD,VB,0,2016,Cer,trophycam,B100826313,A,A,1,carreiro,carreiro,other,MJ,MJ MSP,CER SS,Y
398,412,OCVB05,1.086797391,0.936587986,-1.122353397,-1.268443387,-0.987524853,-0.995653836,1.081791803,1.219195669,0.424328304,0.219661626,0.142046675,-0.276327702,-0.270365111,0.406058463,-45.219126,-15.238842,PD,VB,0,2016,Cer,trophycam,B120815259,B,A,0,N,N,other,MJ,MJ MSP,VER/MC,Y
399,413,OCVB06,1.187872105,1.092468879,-1.06537628,-1.234661229,-0.949003488,-0.957621805,0.222137753,-0.096216976,-0.697470422,0.013240293,0.034005287,-0.202295521,-0.206297642,0.406058463,-45.205259,-15.238499,PD,VB,0,2016,Cer,trophycam,B100815356,A,A,1,carreiro,carreiro,other,MJ,MJ MSP,CER SS,Y
400,414,OCVB07,1.275645222,1.432764866,0.195952744,-0.23990331,-0.096238071,-0.826396712,0.085769614,-0.171953621,0.788055996,0.370973235,0.098559691,-0.276327702,-0.270365111,0.406058463,-45.191661,-15.251668,PD,VB,0,2016,Cer,trophycam,B110304357,A,A,1,carreiro,carreiro,other,MJ,MJ MSP,CER SS,Y
401,415,OCVB08,1.281914298,1.246885299,-0.214689349,-0.730282607,-0.373866961,-0.764981549,0.552956756,-0.163090594,0.526348784,0.242847342,0.156798904,-0.276327702,-0.270365111,0.406058463,-45.192276,-15.238836,PD,VB,0,2016,Cer,trophycam,B131200441,B,A,1,carreiro,carreiro,other,MJ,MJ MSP,CER SS,Y
402,416,OCVB09,0.736567132,1.244186475,0.508869438,-0.301279208,0.115320158,-0.559462864,-0.436974918,-0.171953621,-0.933507105,-0.543433735,-0.039409182,-0.276327702,-0.270365111,0.406058463,-45.111223,-15.25124,PD,VB,0,2016,Cer,trophycam,B120520985,B,A,1,carreiro,carreiro,other,MJ,MJ MSP,CER SS,Y
403,417,OCVB10,0.758805151,1.475768334,-0.381077698,-0.828935499,-0.486359599,-0.716427557,1.403994955,0.495624483,0.879062371,0.227471594,0.264047521,-0.276327702,-0.270365111,-1.533472905,-45.111484,-15.238273,PD,VB,0,2016,Cer,agressor,B150801764,D,D,1,carreiro,carreiro,other,MJ,MJ MSP,CER SS,Y
404,418,OCVB11,0.85276785,1.517204382,-0.039080937,-0.62616307,-0.255140777,-0.649596007,0.161975339,-0.171953621,0.828648604,0.468648922,0.054723424,-0.276327702,-0.270365111,0.406058463,-45.124732,-15.238659,PD,VB,0,2016,Cer,trophycam,B121000676,B,A,1,carreiro,carreiro,other,MJ,MJ MSP,CER SS,Y
405,419,OCVB12,0.834920161,1.294354681,1.06497095,0.028437525,0.491291954,-0.400627181,-0.436974918,-0.171953621,-0.053576892,-0.091885993,-0.221900727,-0.276327702,-0.270365111,0.406058463,-45.124927,-15.251395,PD,VB,0,2016,Cer,agressor,B151106892,D,D,0,N,N,other,MJ,MJ MSP,CER SS,Y
406,420,OCVB13,0.929908627,1.353337548,0.345615691,-0.398073571,0.004946776,-0.724095545,-0.232422709,-0.171953621,-0.40126403,0.099841449,-0.036878603,-0.276327702,-0.270365111,0.406058463,-45.138188,-15.251788,PD,VB,0,2016,Cer,trophycam,B140926006,C,C,1,carreiro,carreiro,other,MJ,MJ MSP,CER SS,Y
407,421,OCVB14,0.949699067,1.581853011,-0.341006561,-0.805177023,-0.459268111,-0.748214807,0.472146007,-0.171953621,-0.147788705,-0.157783823,0.374147082,-0.276327702,-0.270365111,0.406058463,-45.138264,-15.238586,PD,VB,0,2016,Cer,trophycam,B121000673,B,A,1,carreiro,carreiro,other,MJ,MJ MSP,CER SS,Y
408,422,OCVB15,1.237642321,1.406453677,0.084147834,-0.553099813,-0.171827675,-0.788151513,4.813198422,19.00961951,0.585604989,0.409654663,0.361276245,-0.202295521,-0.204009517,0.262389473,-45.178439,-15.238835,PD,VB,0,2016,Cer,trophycam,B131200426,B,A,1,carreiro,carreiro,other,MJ,MJ MSP,CER SS,Y
409,423,OCVB16,1.25921733,1.224108118,-1.055816558,-1.228993199,-0.942540306,-0.894905451,5.267758884,0.740917137,0.9457471,1.000651433,0.503973343,-0.276327702,-0.270365111,0.262389473,-45.178698,-15.225967,PD,VB,0,2016,Cer,trophycam,B110307295,A,A,0,N,N,other,MJ,MJ MSP,CER SS,N
410,424,OCVB17,1.161577196,1.381656,-0.875476704,-1.122068355,-0.820615266,-0.946505792,6.278398313,0.066977964,1.549348751,1.137120322,0.742908728,-0.276327702,-0.270365111,0.262389473,-45.165023,-15.225959,PD,VB,0,2016,Cer,trophycam,B121018018,B,A,0,N,N,other,MJ,MJ MSP,CER SS,Y
411,425,OCVB18,1.050126253,1.663177934,-1.234483963,-1.334926435,-1.063334627,-0.991174741,4.916737193,-0.071045275,1.329562707,1.114746548,0.607461158,-0.276327702,-0.270365111,0.334223968,-45.152257,-15.238487,PD,VB,0,2016,Cer,trophycam,B131200699,B,A,0,N,N,other,MJ,MJ MSP,MC,Y
412,426,OCVB19,1.029439789,1.438466796,-0.531372443,-0.918046373,-0.587971596,-0.942254943,0.881250423,0.320859797,-0.238798111,-0.086524543,0.473891887,-0.276327702,-0.270365111,-1.389803915,-45.151963,-15.251651,PD,VB,0,2016,Cer,trophycam,B130404560,B,A,1,carreiro,carreiro,other,MJ,MJ MSP,CER SS,Y
413,427,OCVB20,1.118623431,0.577228934,-0.783919151,-0.142164632,-0.758714594,-0.691048811,-0.394192756,-0.171953621,0.298785404,0.937251556,-0.10434679,-0.276327702,-0.270365111,0.190554978,-45.21912,-15.212978,PD,VB,0,2016,Cer,trophycam,B120101919,B,A,1,carreiro,carreiro,other,MJ,MJ MSP,CER SS,Y
414,428,OCVB21,1.105461091,0.754647805,-0.164191462,-0.598084184,-0.339726105,-0.791511741,0.994890539,0.226941992,-0.535088955,0.051279997,0.277679358,-0.276327702,-0.270365111,0.190554978,-45.218642,-15.225331,PD,VB,0,2016,Cer,agressor,B150801781,D,D,1,carreiro,carreiro,other,MJ,MJ MSP,CER SS,Y
415,429,OCVB22,1.114178167,0.409241352,-0.684436748,-1.008799341,-0.69145605,-0.514999684,-0.436974918,-0.171953621,-0.831301758,-0.30471388,-0.147851659,-0.276327702,-0.270365111,0.190554978,-45.124801,-15.13484,PD,VB,0,2016,Cer,agressor,B151106854,D,D,1,carreiro,carreiro,other,FFP,MSP FFP,CER SS,Y
416,430,OCVB23,0.850720773,0.875733474,-1.210025851,0.266087679,-1.046798869,0.135414941,-0.436974918,-0.171953621,0.051722172,-0.274304972,-0.42286268,-0.276327702,-0.270365111,0.118720483,-45.083672,-15.134289,PD,VB,0,2016,Cer,agressor,B150801895,D,D,1,carreiro,carreiro,other,FFP,MSP FFP,CER SS,Y
417,431,OCVB24,0.800572378,1.06888335,-1.129284299,-0.356995591,-0.992210731,0.028477276,-0.436974918,-0.171953621,0.544456879,-0.314959707,-0.288305658,-0.276327702,-0.270365111,0.118720483,-45.083379,-15.147896,PD,VB,0,2016,Cer,trophycam,B100815620,A,A,0,N,N,other,FFP,MSP FFP,MC,Y
418,432,OCVB25,0.762870026,1.240301699,-0.3950255,-0.640034281,-0.495789496,-0.011598422,-0.436974918,-0.171953621,0.206409411,0.115145766,-0.202907549,-0.276327702,-0.270365111,0.118720483,-45.084326,-15.161035,PD,VB,0,2016,Cer,trophycam,B120100128,B,A,0,N,N,other,FFP,MSP FFP,CER SS,Y
419,433,OCVB26,0.719750977,1.418994077,0.121870369,-0.530733841,-0.146324041,0.002712648,-0.436974918,-0.171953621,-0.035124928,0.108470158,-0.331817915,-0.276327702,-0.270365111,0.118720483,-45.083625,-15.173308,PD,VB,0,2016,Cer,trophycam,B121017980,B,A,1,carreiro,carreiro,other,FFP,MSP FFP,CER RALO,Y
420,434,OCVB27,0.681265776,1.604842006,0.805561904,-0.125368033,0.315909433,-0.108230107,-0.436974918,-0.171953621,-0.347660963,-0.622481682,-0.567100922,-0.276327702,-0.270365111,0.190554978,-45.08369,-15.186628,PD,VB,0,2016,Cer,trophycam,B140621051,C,C,0,N,N,GBF,GBF,GBF AJ,CER SS,N
421,435,OCVB28,0.64720686,1.791209566,1.335571427,0.188878565,0.674240831,-0.334879034,-0.436974918,-0.171953621,-0.833613289,-0.705331499,-0.718347145,-0.276327702,-0.270365111,0.190554978,-45.083845,-15.199683,PD,VB,0,2016,Cer,agressor,B151106797,D,D,1,carreiro,carreiro,GBF,GBF,GBF AJ,CER SS,N
422,436,OCVB29,0.614645666,1.877942345,0.944424386,0.021391238,0.409792251,-0.564508031,-0.436974918,-0.171953621,-1.299845397,-1.33107098,-0.882094871,-0.276327702,-0.270365111,0.190554978,-45.083837,-15.212958,PD,VB,0,2016,Cer,trophycam,B130904567,B,A,1,carreiro,carreiro,GBF,GBF,GBF AJ,CER RALO,Y
423,437,OCVB30,0.806822174,1.720339514,-0.413775475,-0.848322255,-0.50846607,-0.971408566,1.290354839,-0.13400274,-0.278173454,0.014856212,0.046649224,0.982219378,2.476179454,-2.108148866,-45.111221,-15.212487,PD,VB,0,2016,Cer,agressor,B151106839,D,D,1,carreiro,carreiro,GBF,GBF,GBF AJ,CER SS,Y
424,438,OCVB31,1.313056654,0.882776825,-0.358661413,-0.815644717,-0.471204289,-0.995821176,0.140584258,0.252615899,-0.7517473,-0.515721098,0.044933855,0.093833204,0.039294324,0.549727454,-45.192169,-15.212608,PD,VB,0,2016,Cer,trophycam,B101028490,A,A,1,carreiro,carreiro,GBF,GBF,GBF FFP,CER RALO,Y
425,439,OCVB32,1.333489488,0.701341626,-0.076849,-0.157273666,-0.280675192,-0.849896061,-0.073326548,0.465996802,0.087923216,-0.34886535,-0.130266688,0.019801023,-0.02263756,0.549727454,-45.192017,-15.199483,PD,VB,0,2016,Cer,agressor,B150801804,D,D,1,carreiro,carreiro,GBF,GBF,GBF FFP,CER RALO,Y
426,440,OCVB33,1.355247252,0.518287855,-0.437473785,0.531820683,-0.524488138,-0.816560159,-0.277878756,-0.068623667,0.383019187,0.217938837,0.088374219,0.167865385,0.101226213,0.549727454,-45.192051,-15.186382,PD,VB,0,2016,Cer,trophycam,B131000470,B,A,1,carreiro,carreiro,GBF,GBF,GBF FFP,CER RALO,Y
427,441,OCVB34,1.186067605,1.19587807,-0.947240197,-0.96538406,-0.869133475,-0.984220254,1.830479624,1.534047091,0.267112879,0.368643585,0.306118893,-0.276327702,-0.270365111,0.477892959,-45.165132,-15.212747,PD,VB,0,2016,Cer,trophycam,B101028533,A,A,1,carreiro,carreiro,GBF,GBF,GBF FFP,CER SS,N
428,442,OCVB35,1.093910048,1.344313844,-0.110154818,-0.668303303,-0.30319275,-0.987783056,1.531004496,0.902869023,0.526299737,0.623587193,0.570958254,-0.12826334,-0.14223017,0.406058463,-45.152063,-15.212605,PD,VB,0,2016,Cer,trophycam,B121000651,B,A,1,carreiro,carreiro,GBF,GBF,GBF FFP,CER SS,Y
429,443,OCVB36,1.118362393,1.165846276,0.703083201,-0.044306569,0.246625136,-0.794114608,2.06578151,0.09121827,-0.726089641,-0.311340052,0.008250708,0.908187197,0.754714402,0.406058463,-45.151658,-15.199423,PD,VB,0,2016,Cer,trophycam,B120100832,B,A,1,carreiro,carreiro,GBF,GBF,GBF FFP,CER RALO,Y
430,444,OCVB37,1.274067442,0.647028914,0.719352686,0.678518359,0.257624688,-0.647057171,0.027686888,-0.154134141,0.162375982,-0.429177028,-0.721567868,-0.276327702,-0.270365111,0.406058463,-45.165324,-15.173515,PD,VB,0,2016,Cer,agressor,B150801797,D,D,1,carreiro,carreiro,GBF,GBF,GBF FFP,CER SS,Y
431,445,OCVB38,1.239085804,0.833631945,0.064250884,0.413012825,-0.185279701,-0.954574824,0.823672765,0.548389885,-0.98338304,-0.700860083,-0.625999135,0.315929747,0.242174644,0.406058463,-45.164779,-15.186453,PD,VB,0,2016,Cer,trophycam,B120101927,B,A,1,carreiro,carreiro,GBF,GBF,GBF FFP,CER RALO,Y
432,446,OCVB39,1.335229813,0.675301031,-0.951460437,0.462324622,-0.871986715,-0.938235922,0.169105699,0.281734158,-1.142446194,-0.593686225,-0.313841909,-0.276327702,-0.270365111,-1.246134925,-45.178603,-15.186532,PD,VB,0,2016,Cer,trophycam,B140806204,C,C,1,carreiro,carreiro,GBF,GBF,GBF FFP,CER RALO,Y
433,447,OCVB40,1.212397985,1.010997512,-0.422233299,-0.278163879,-0.514184276,-0.981739525,1.509613415,-0.171953621,-0.589555042,-1.064703487,-0.305591503,-0.12826334,-0.14223017,0.406058463,-45.165075,-15.199435,PD,VB,0,2016,Cer,trophycam,B110307278,A,A,1,carreiro,carreiro,GBF,GBF,GBF FFP,CER SS,Y
434,448,OCVB41,1.217740971,0.545771594,-0.678434212,0.123197522,-0.687397827,-0.77956094,0.313049845,-0.171953621,1.031030256,0.139236678,-0.581815491,3.203184814,2.793633522,0.334223968,-45.152024,-15.160404,PD,VB,0,2016,Cer,trophycam,B140415863,C,C,1,trail,trail,GBF,GBF,GBF FFP,MC,Y
435,449,OCVB42,1.183832792,0.756672376,-0.170834017,0.012472175,-0.344217036,-0.847350397,0.803707756,-0.077315006,-1.148953097,-0.982584632,-0.593183566,-0.276327702,-0.270365111,0.334223968,-45.152092,-15.173224,PD,VB,0,2016,Cer,agressor,B150801752,D,D,1,trail,trail,GBF,GBF,GBF FFP,grota sem veg,Y
436,450,OCVB43,1.122702689,0.66216326,-0.671263562,-0.603435247,-0.682549859,-0.904711894,1.926739486,3.131303899,-0.985117813,-0.807285225,-0.075503666,-0.202295521,-0.206297642,0.406058463,-45.137984,-15.160409,PD,VB,0,2016,Cer,trophycam,B121000481,B,A,1,carreiro,carreiro,GBF,GBF,GBF FFP,CER RALO,Y
437,451,OCVB44,1.160617157,0.461845408,-0.358915162,-0.815795166,-0.471375845,-0.66761593,1.199442747,-0.171953621,-1.037224444,-0.580246553,0.063114877,-0.276327702,-0.270365111,0.406058463,-45.137965,-15.147545,PD,VB,0,2016,Cer,trophycam,B131200703,B,A,1,carreiro,carreiro,GBF,GBF,GBF FFP,CER RALO,Y
438,452,OCVB45,1.052654786,1.08648759,-0.172194813,-0.705087279,-0.34513705,-0.928281108,2.181293345,1.825912701,-1.623556339,-0.948400894,0.11912658,-0.276327702,-0.270365111,0.334223968,-45.138032,-15.186865,PD,VB,0,2016,Cer,trophycam,B130905345,B,A,1,trail,trail,GBF,GBF,GBF FFP,grota sem veg,Y
439,453,OCVB46,1.086923406,0.870450362,-1.040736144,-0.710922149,-0.932344667,-0.833984334,2.54039611,-0.171953621,-0.268022685,0.066396256,-0.275438913,-0.276327702,-0.270365111,0.334223968,-45.138056,-15.173535,PD,VB,0,2016,Cer,trophycam,B121000478,B,A,1,carreiro,carreiro,GBF,GBF,GBF FFP,CER SS,Y
440,454,OCVB47,0.928034983,1.402256955,-1.268050576,-1.35482833,-1.086028505,-0.801352157,0.775186315,-0.171953621,1.120343436,0.622968647,0.29420548,-0.276327702,-0.270365111,0.477892959,-45.124443,-15.199606,PD,VB,0,2016,Cer,trophycam,B140926276,C,C,0,N,N,GBF,GBF,GBF FFP,MC,Y
441,455,OCVB48,0.969912966,1.688087075,-1.099562677,-1.254930599,-0.972116393,-0.921763923,0.994890539,1.266164078,0.012616842,0.305306776,0.666688918,-0.202295521,-0.205173649,0.334223968,-45.138035,-15.225662,PD,VB,0,2016,Cer,trophycam,B100817020,A,A,1,carreiro,carreiro,GBF,GBF,GBF FFP,CER SS,Y
442,456,OCVB49,1.070353977,0.595928675,-1.242168434,-1.339482615,-1.068529981,-0.828165856,0.896402439,-0.171953621,1.35235038,0.688231778,-0.11967572,-0.276327702,-0.270365111,0.334223968,-45.124295,-15.14736,PD,VB,0,2016,Cer,trophycam,B140711140,C,C,1,carreiro,carreiro,GBF,GBF,GBF FFP,MC,Y
443,457,OCVB50,0.982717911,0.742925193,-0.209705062,-0.727327386,-0.37049716,-0.628802729,0.449417984,-0.171953621,-0.905312528,-0.835016137,-0.376971685,-0.276327702,-0.270365111,0.334223968,-45.111089,-15.147507,PD,VB,0,2016,Cer,trophycam,B120102688,B,A,1,carreiro,carreiro,GBF,GBF,GBF FFP,CER RALO,Y
444,458,OCVB51,0.943312675,0.92950929,-0.373646434,-0.824529447,-0.481335434,-0.685736311,1.284294033,-0.171953621,-0.321235852,-0.584519271,-0.379097565,3.129152633,2.728442061,0.334223968,-45.111447,-15.160828,PD,VB,0,2016,Cer,agressor,B150801784,D,D,1,carreiro,carreiro,GBF,GBF,GBF FFP,CER RALO,Y
445,459,OCVB52,0.851622057,1.079682336,0.441501523,-0.087015448,0.069773733,-0.338535707,-0.436974918,-0.171953621,0.225046953,-0.124814242,-0.517786299,-0.276327702,-0.270365111,0.334223968,-45.097472,-15.160424,PD,VB,0,2016,Cer,trophycam,B121000453,B,A,0,N,N,GBF,GBF,GBF FFP,CER SS,N
446,460,OCVB53,0.812698082,1.261485024,0.929154451,-0.05208909,0.399468479,-0.346285513,-0.436974918,-0.171953621,-0.56266068,-0.661131655,-0.604576469,-0.276327702,-0.270365111,0.406058463,-45.097508,-15.173317,PD,VB,0,2016,Cer,trophycam,B131200715,B,A,0,N,N,GBF,GBF,GBF FFP,CER RALO,N
447,461,OCVB54,0.904151661,1.117579182,-0.270844063,-0.763577155,-0.411832311,-0.687291061,0.8585224,-0.171953621,-1.086704193,-0.804263441,-0.390412762,-0.276327702,-0.270365111,0.262389473,-45.111077,-15.173318,PD,VB,0,2016,Cer,trophycam,B131200437,B,A,1,trail,trail,GBF,GBF,GBF FFP,grota sem veg,Y
448,462,OCVB55,0.863449366,1.322877682,-0.280465844,-0.769281981,-0.418337451,-0.662789137,0.699426238,-0.171953621,1.497074923,0.232979073,-0.461186432,-0.276327702,-0.270365111,0.262389473,-45.11037,-15.186449,PD,VB,0,2016,Cer,trophycam,B100825112,A,A,1,trail,trail,GBF,GBF,GBF FFP,MC,Y
449,463,OCVB56,0.836538743,1.518594301,-0.239807353,-0.745175259,-0.390848862,-0.674657735,0.176681707,-0.171953621,-0.785273395,-0.804181349,-0.173476689,-0.202295521,-0.205173649,0.334223968,-45.111294,-15.199696,PD,VB,0,2016,Cer,trophycam,B1209138XX,B,A,1,carreiro,carreiro,GBF,GBF,GBF,CER SS,Y
450,464,OCVB57,0.939677708,0.715047092,-0.135985921,0.194523564,-0.320656767,-0.158943757,-0.436974918,-0.171953621,-0.484542936,-0.359965094,-0.614890083,0.389961929,0.507384172,-0.671458963,-45.097565,-15.134248,PD,VB,0,2016,Cer,trophycam,B140619853,C,C,1,carreiro,carreiro,GBF,GBF,GBF AJ,CER SS,Y
451,465,OCVB58,0.895335588,0.897790935,0.161492544,-0.018703811,-0.11953609,-0.32315878,-0.436974918,-0.171953621,-0.501307389,-0.283735693,-0.578430504,-0.276327702,-0.270365111,0.190554978,-45.09783,-15.147654,PD,VB,0,2016,Cer,trophycam,B121001275,B,A,1,carreiro,carreiro,GBF,GBF,GBF AJ,CER SS,Y
452,466,OCVB59,1.027389299,0.559632607,0.295747434,-0.427640833,-0.028768396,-0.402026213,-0.436974918,-0.171953621,-0.531597143,-0.838589747,-0.560047226,-0.276327702,-0.270365111,0.190554978,-45.111321,-15.134554,PD,VB,0,2016,Cer,trophycam,B10100815579,A,A,1,carreiro,carreiro,GBF,GBF,GBF AJ,CER SS,Y
453,467,OCVB60,0.745099458,1.641814465,0.887210864,-0.076957756,0.371111056,-0.585426935,-0.414246894,-0.171953621,-0.904579816,-0.693281713,-0.860873703,-0.276327702,-0.270365111,0.190554978,-45.097979,-15.19944,PD,VB,0,2016,Cer,trophycam,B131200419,B,A,1,carreiro,carreiro,GBF,GBF,GBF AJ,CER SS,Y
454,468,OCVP01,-0.004700507,0.157910117,-1.087617587,-1.022860261,-0.707489538,1.542013989,-0.436974918,-0.171953621,0.540257274,0.815480713,0.471236277,-0.276327702,-0.270365111,-1.389803915,-44.600377,-14.928721,VP,VP,1,2012,Cer,trophycam,B101014253,A,A,1,carreiro,carreiro,GBF,GBF,GBF,Cer,NCF
455,469,OCVP02,0.071516553,0.39109218,-0.853936933,-0.636628889,-0.267074817,1.507029226,-0.436974918,-0.171953621,-0.038663972,0.40897404,0.308848841,-0.276327702,-0.270365111,-1.389803915,-44.614376,-14.92887,VP,VP,1,2012,Cer,trophycam,B100817126,A,A,0,N,N,GBF,GBF,GBF,Cer,NCF
456,470,OCVP03,0.009232454,0.474489671,-1.187061508,-1.306809308,-1.031273025,1.412547747,-0.436974918,-0.171953621,1.09502464,0.366650091,0.269728837,-0.276327702,-0.270365111,-0.168617498,-44.613968,-14.916315,VP,VP,1,2012,Cer,trophycam,NCF,A,A,0,N,N,GBF,GBF,GBF,Ver,NCF
457,471,OCVP04,0.086889837,0.708740942,-1.178725094,-1.301866586,-1.025636902,1.071792063,-0.436974918,-0.171953621,1.026899296,0.416343173,0.117457647,-0.276327702,-0.270365111,-2.467321342,-44.627969,-14.915783,VP,VP,1,2012,Cer,trophycam,B110307242,A,A,0,N,N,GBF,GBF,GBF,Ver,NCF
458,472,OCVP05,0.167191219,0.940623865,-1.117146345,-1.265356087,-0.984004444,0.74253074,-0.436974918,-0.171953621,0.052329217,0.591716117,0.150505523,-0.276327702,-0.270365111,-1.46163841,-44.641804,-14.915594,VP,VP,1,2012,Cer,trophycam,B110704551,A,A,1,trail,estrada,GBF,GBF,GBF,Ver,NCF
459,473,OCVP06,0.249411929,1.165331424,-1.165075666,-1.293773739,-1.016408731,0.436183666,-0.436974918,-0.171953621,-0.080568228,0.514101647,0.351494564,-0.276327702,-0.270365111,-1.46163841,-44.65528,-14.915964,VP,VP,1,2012,Cer,trophycam,B100815579,A,A,0,N,N,GBF,GBF,GBF,Ver,NCF
460,475,OCVP08,0.481343829,1.371019794,-0.141596315,-0.212525899,0.216524427,0.126454862,-0.436974918,-0.171953621,0.481034484,0.420962132,0.281635992,-0.276327702,-0.270365111,-1.533472905,-44.684139,-14.929765,VP,VP,1,2012,Cer,trophycam,NCF,A,A,0,N,N,GBF,GBF,GBF,Cer,NCF
461,476,OCVP09,0.299162019,1.098692488,-0.488996515,-0.7415981,-0.386769874,0.585467864,-0.436974918,-0.171953621,0.480197013,0.350378118,0.332698718,-0.276327702,-0.270365111,0.837065434,-44.655352,-14.92756,VP,VP,1,2012,Cer,trophycam,B100815114,A,A,0,N,N,GBF,GBF,GBF,Cer,NCF
462,477,OCVP10,0.227641299,0.860658392,-0.794684023,-1.074165772,-0.76599256,0.886699849,-0.436974918,-0.171953621,0.310454765,0.056329148,0.014979338,-0.276327702,-0.270365111,-1.533472905,-44.641998,-14.929012,VP,VP,1,2012,Cer,trophycam,NCF,A,A,0,N,N,GBF,GBF,GBF,Cer RALO,NCF
463,478,OCVP11,0.216699209,0.549586208,-0.783263866,-1.067394676,-0.758271565,1.368267594,-0.436974918,-0.171953621,-0.083833815,0.035303109,-0.017188802,-0.276327702,-0.270365111,-1.533472905,-44.628234,-14.94308,VP,VP,1,2012,Cer,trophycam,B110404056,A,A,1,trail,trail,GBF,GBF,GBF,CER,NCF
464,479,OCVP12,0.289925592,0.787475009,-0.110067374,-0.668251457,-0.303133631,1.089501011,-0.436974918,-0.171953621,-0.136268508,-0.129055642,-0.045693677,-0.276327702,-0.270365111,-2.323652351,-44.641741,-14.94278,VP,VP,1,2012,Cer,trophycam,B102013151,A,A,0,N,N,GBF,GBF,GBF,CER,NCF
465,480,OCVP13,0.356569428,0.746043529,0.426615508,-0.117915441,0.324407529,1.305198098,-0.436974918,-0.171953621,-0.237150063,-0.130047851,-0.091959081,-0.276327702,-0.270365111,-1.533472905,-44.642186,-14.956096,VP,VP,1,2012,Cer,trophycam,B101018490,A,A,1,trail,trail,GBF,GBF,GBF,CER,NCF
466,481,OCVP14,0.150518977,0.612301483,-0.747503483,-1.046192079,-0.734094513,1.210676146,-0.436974918,-0.171953621,0.311652843,0.288244511,0.021884267,-0.276327702,-0.270365111,0.406058463,-44.627779,-14.929842,VP,VP,1,2012,Cer,trophycam,B1008829063,A,A,0,N,N,GBF,GBF,GBF,CER,NCF
467,482,OCVP15,0.139860373,0.315071097,-1.183743618,-0.676027712,-0.312000795,1.652284279,-0.436974918,-0.171953621,-0.799457772,0.170243335,0.097132396,-0.276327702,-0.270365111,-1.820810886,-44.614571,-14.942407,VP,VP,1,2012,Cer,trophycam,B110404563,A,A,0,N,N,GBF,GBF,GBF,VER,NCF
468,483,OCVP16,0.450776024,1.285643282,0.186763936,0.005323053,0.464934816,0.591687717,-0.436974918,-0.171953621,0.2717995,0.165414914,0.158150677,-0.276327702,-0.270365111,-0.096783002,-44.669964,-14.942564,VP,VP,1,2012,Cer,trophycam,B100817126,A,A,1,carreiro,carreiro,GBF,GBF,GBF,Cer,NCF
469,484,OCVP17,0.419770259,0.695803989,0.187290404,0.512017231,1.042711741,1.577191983,-0.436974918,-0.171953621,-0.255542083,-0.122729162,-0.170769755,-0.276327702,-0.270365111,-2.610990332,-44.641188,-14.96981,VP,VP,1,2012,Cer,trophycam,B101028494,A,A,0,N,N,GBF,GBF,GBF,Cer,NCF
470,485,OCVP18,0.492368546,0.69769993,0.820401035,1.193064579,1.81930137,1.8285735,-0.436974918,-0.171953621,-0.840886223,-0.392386971,-0.464297917,-0.276327702,-0.270365111,-1.6053074,-44.642008,-14.983051,VP,VP,1,2012,Cer,trophycam,B100815356,A,A,1,trail,trail,GBF,GBF,GBF,Cer,NCF
471,486,OCVP19,0.283221391,0.503687049,-0.708663874,-0.375225453,0.031000195,1.557356773,-0.436974918,-0.171953621,-0.019969898,0.059796706,-0.026223185,-0.276327702,-0.270365111,-0.096783002,-44.628566,-14.956064,VP,VP,1,2012,Cer,trophycam,B101028490,A,A,0,N,N,GBF,GBF,GBF,Cer,NCF
472,487,OCVP20,0.345980971,0.448414573,-0.984496155,0.336408187,0.842466983,1.77001278,-0.436974918,-0.171953621,0.000593285,-0.038352003,-0.102283656,-0.276327702,-0.270365111,-1.6053074,-44.627402,-14.96941,VP,VP,1,2012,Cer,trophycam,B100815114,A,A,1,carreiro,carreiro,GBF,GBF,GBF,Cer,NCF
473,488,OCVP21,0.532624646,1.527973556,0.53518663,0.294962947,0.795207502,0.420465738,-0.436974918,-0.171953621,-0.037448192,-0.054567879,0.101757955,-0.276327702,-0.270365111,-0.096783002,-44.683685,-14.942731,VP,VP,1,2012,Cer,trophycam,B101013151,A,A,1,trail,trail,GBF,GBF,GBF,Cer,NCF
