Index,ID,Sampling_site,Dist_city,Dist_road,Dist_water2,Dist_water3,Dist_water,Dist_humset,HDens_2km,HDens_500m,NDVImean_50m,NDVImean_500m,NDVImean_2km,cattle_numb,cattle_freq,effort_days,xcoord,ycoord,PA,survey_area,pa_type,year,Biome,CTmodel,CTnumber,CTcode,CTcode2,trail,trail_type,trail_type2,team,team2,team3,veg_field,cattle_field
474,489,OCVP22,0.434224596,0.990883286,1.628260185,0.3797096,0.891843033,1.082200749,-0.436974918,-0.171953621,-0.155069598,-0.277433835,-0.138562141,-0.276327702,-0.270365111,-0.168617498,-44.655962,-14.956441,VP,VP,1,2012,Cer,trophycam,B120100128,B,A,0,N,N,GBF,GBF,GBF,CER,NCF
475,490,OCVP23,0.510236199,1.239610349,1.39459525,0.714619929,1.273737021,0.877178675,-0.436974918,-0.171953621,-0.253428353,-0.204591274,-0.154131858,-0.276327702,-0.270365111,-0.168617498,-44.669805,-14.955974,VP,VP,1,2012,Cer,trophycam,B110404056,A,A,1,trail,trail,GBF,GBF,GBF,Cer,NCF
476,491,OCVP24,0.591849081,1.491732752,1.195044535,0.890679464,1.47449547,0.72785765,-0.436974918,-0.171953621,0.104117339,0.075196381,-0.190553259,-0.276327702,-0.270365111,-0.168617498,-44.683899,-14.956034,VP,VP,1,2012,Cer,trophycam,B101014253,A,A,0,N,N,GBF,GBF,GBF,Cer,NCF
477,492,OCVP25,0.408201843,0.763673232,2.935891789,3.349960142,4.278781944,1.04484775,-0.436974918,-0.171953621,-0.677212641,-0.446404954,-0.508825031,-0.276327702,-0.270365111,-1.389803915,-44.641854,-15.024427,VP,VP,1,2012,Cer,trophycam,B110909551,A,A,1,trail,trail,GBF,GBF,GBF,Cer,NCF
478,493,OCVP26,0.47190346,0.968263315,3.505354925,2.516250311,3.328113229,1.467803917,-0.436974918,-0.171953621,-0.484697674,-0.466912501,-0.622044204,-0.276327702,-0.270365111,-0.168617498,-44.655363,-15.01055,VP,VP,1,2012,Cer,trophycam,B120101027,B,A,1,trail,trail,GBF,GBF,GBF,Cer,NCF
479,494,OCVP27,0.446109428,1.218902799,3.23931859,1.847294271,2.565311165,1.605386864,-0.436974918,-0.171953621,-0.52422466,-0.520017481,-0.579088764,-0.276327702,-0.270365111,-2.539155837,-44.669393,-15.010088,VP,VP,1,2012,Cer,trophycam,B1201011201,B,A,1,trail,trail,GBF,GBF,GBF,Cer,NCF
480,495,OCVP28,0.420103263,1.472081772,2.134796603,1.243304784,1.876589636,1.768136219,-0.436974918,-0.171953621,-0.440169349,-0.522701683,-0.550919824,-0.276327702,-0.270365111,-3.257500788,-44.683474,-15.010234,VP,VP,1,2012,Cer,trophycam,B120102688,B,A,0,N,N,GBF,GBF,GBF,Cer,NCF
481,496,OCVP29,0.377750106,1.020836894,4.232231692,2.829538133,3.685351347,1.163948578,-0.436974918,-0.171953621,-0.711841673,-0.571296644,-0.541846468,-0.276327702,-0.270365111,0.190554978,-44.656434,-15.023697,VP,VP,1,2012,Cer,trophycam,B12WWF,B,A,1,trail,trail,GBF,GBF,GBF,Cer,NCF
482,497,OCVP30,0.347436455,1.2532761,3.896908289,2.298112886,3.079373897,1.29086025,-0.436974918,-0.171953621,-0.545504069,-0.496102349,-0.545347006,-0.276327702,-0.270365111,0.190554978,-44.669404,-15.024054,VP,VP,1,2012,Cer,trophycam,B110404563,A,A,1,trail,trail,GBF,GBF,GBF,Cer,NCF
483,498,OCVP31,0.505390119,0.724808168,2.908642798,2.606481713,3.431002948,1.393413387,-0.436974918,-0.171953621,-0.432819242,-0.448183404,-0.619588684,-0.276327702,-0.270365111,-2.754659322,-44.641806,-15.010318,VP,VP,1,2012,Cer,trophycam,B100826035,A,A,0,N,N,GBF,GBF,GBF,Cer,NCF
484,499,OCVP32,0.249681369,1.303121778,4.077342091,2.427824522,3.227282425,0.991941657,-0.436974918,-0.171953621,-0.153354848,-0.422420459,-0.45149303,-0.276327702,-0.270365111,-0.168617498,-44.669509,-15.03791,VP,VP,1,2012,Cer,trophycam,B120101008,B,A,1,trail,trail,GBF,GBF,GBF,Cer,NCF
485,500,OCVP33,0.280034539,1.065559505,4.30523403,2.923478183,3.79246999,0.829525338,-0.436974918,-0.171953621,-0.32580355,-0.4637779,-0.484187308,-0.276327702,-0.270365111,-0.168617498,-44.656008,-15.037901,VP,VP,1,2012,Cer,trophycam,B120101031,B,A,0,N,N,GBF,GBF,GBF,Cer,NCF
486,501,OCVP34,0.320123778,0.815166161,3.270416817,3.301853549,4.223926608,0.728963732,-0.436974918,-0.171953621,-0.545911671,-0.432190379,-0.467172763,-0.276327702,-0.270365111,-0.240451993,-44.641875,-15.037294,VP,VP,1,2012,Cer,trophycam,B110307275,A,A,1,trail,trail,GBF,GBF,GBF,Cer,NCF
487,502,OCVP35,0.230641496,0.865733779,2.770817986,2.587901622,3.409816307,0.400838837,-0.436974918,-0.171953621,-0.353725966,-0.346913257,-0.434012113,-0.276327702,-0.270365111,-0.455955478,-44.641384,-15.050657,VP,VP,1,2012,Cer,trophycam,B110307292,A,A,1,trail,trail,GBF,GBF,GBF,Cer,NCF
488,503,OCVP36,0.189408955,1.117366176,3.232745954,2.487740965,3.295604384,0.528237034,-0.436974918,-0.171953621,-0.296947511,-0.335615822,-0.378997326,-0.276327702,-0.270365111,-0.455955478,-44.655695,-15.051125,VP,VP,1,2012,Cer,trophycam,B120101324,B,A,0,N,N,GBF,GBF,GBF,Cer,NCF
489,504,OCVP37,0.171439832,-0.320329655,1.554879888,1.111954804,1.726812925,0.87965305,-0.436974918,-0.171953621,-0.262754964,-0.361686475,-0.121122493,-0.276327702,-0.270365111,-0.455955478,-44.572155,-15.050887,VP,VP,1,2012,Cer,trophycam,B120102149,B,A,0,N,N,GBF,GBF,GBF,Cer RALO,NCF
490,505,OCVP38,0.225469423,-0.08471517,1.912219485,1.58769468,2.269293053,0.657046542,-0.436974918,-0.171953621,-0.230939323,-0.093967803,-0.098236539,-0.276327702,-0.270365111,-0.455955478,-44.585783,-15.051007,VP,VP,1,2012,Cer,trophycam,B120100171,B,A,0,N,N,GBF,GBF,GBF,Cer,NCF
491,506,OCVP39,0.287197321,0.153670637,1.785394142,2.161183035,2.92323453,0.483089289,-0.436974918,-0.171953621,-0.111492708,-0.081018663,-0.05051766,-0.276327702,-0.270365111,-0.527789973,-44.599914,-15.050735,VP,VP,1,2012,Cer,trophycam,B120100832,B,A,0,N,N,GBF,GBF,GBF,Cer,NCF
492,507,OCVP40,0.029175303,-0.465485446,1.728248822,1.490972676,2.159002182,0.819469429,-0.436974918,-0.171953621,-0.102384647,-0.068448646,-0.041867369,-0.276327702,-0.270365111,-0.527789973,-44.557552,-15.064688,VP,VP,1,2012,Cer,trophycam,B100815620,A,A,1,trail,trail,GBF,GBF,GBF,Cer,NCF
493,508,OCVP41,-0.051594458,-0.38214275,2.882480168,2.191895782,2.958255885,0.788086103,-0.436974918,-0.171953621,0.087027461,0.000131892,-0.037881055,-0.276327702,-0.270365111,-0.527789973,-44.55801,-15.077937,VP,VP,1,2012,Cer,trophycam,B110307278,A,A,1,trail,trail,GBF,GBF,GBF,Cer,NCF
494,509,OCVP42,-0.01762144,-0.681108448,1.514833051,1.408931601,2.065451789,0.481594131,-0.436974918,-0.171953621,0.03242568,0.143727709,-0.021599903,-0.276327702,-0.270365111,-2.610990332,-44.544052,-15.064327,VP,VP,1,2012,Cer,trophycam,B101028494,A,A,0,N,N,GBF,GBF,GBF,Cer RALO,NCF
495,511,OCVP44,0.011768194,-0.124709711,3.360495778,2.382989957,3.176158142,0.461527251,-0.436974918,-0.171953621,-0.092232456,-0.004779612,-0.086734805,-0.276327702,-0.270365111,-2.754659322,-44.572657,-15.077379,VP,VP,1,2012,Cer,trophycam,B110304357,A,A,0,N,N,GBF,GBF,GBF,Cer,NCF
496,512,OCVP45,0.065886262,0.101420095,2.940121695,2.126067289,2.883192492,0.168721413,-0.436974918,-0.171953621,0.034487188,-0.010706868,-0.120390007,-0.276327702,-0.270365111,-2.610990332,-44.585957,-15.07802,VP,VP,1,2012,Cer,trophycam,B100826425,A,A,0,N,N,GBF,GBF,GBF,Cer,NCF
497,513,OCVP46,0.128250589,0.33444848,1.764541455,1.617089853,2.302811996,-0.106608832,-0.436974918,-0.171953621,-0.307851441,-0.257493085,-0.197684847,-0.276327702,-0.270365111,-1.820810886,-44.600087,-15.078461,VP,VP,1,2012,Cer,trophycam,B100817020,A,A,0,N,N,GBF,GBF,GBF,Cer,NCF
498,514,OCVP47,0.56296675,0.699696064,1.781847887,1.887204753,2.61082058,1.735037631,-0.436974918,-0.171953621,-0.795370237,-0.807335478,-0.65440501,-0.276327702,-0.270365111,-0.384120983,-44.641807,-14.996558,VP,VP,1,2012,Cer,trophycam,B100826313,A,A,1,trail,trail,GBF,GBF,GBF,Cer,NCF
499,515,OCVP48,0.513226116,1.46054537,1.601595928,0.826812228,1.401668473,1.652828019,-0.436974918,-0.171953621,-0.384908932,-0.475906109,-0.514988771,-0.276327702,-0.270365111,-1.030631439,-44.683921,-14.997126,VP,VP,1,2012,Cer,trophycam,B110816640,A,A,1,trail,trail,GBF,GBF,GBF,Cer,NCF
500,516,OCVP49,0.537568699,1.201515303,2.623635801,1.531101521,2.204760594,1.811520336,-0.436974918,-0.171953621,-0.479273225,-0.625459351,-0.599949207,-0.276327702,-0.270365111,-0.455955478,-44.669574,-14.997132,VP,VP,1,2012,Cer,trophycam,B110816641,A,A,0,N,N,GBF,GBF,GBF,Cer,NCF
501,517,OCVP50,0.567279843,0.954200894,2.583489958,2.152537449,2.913376079,1.803906167,-0.436974918,-0.171953621,-1.065575023,-0.966692635,-0.665515358,-0.276327702,-0.270365111,-1.030631439,-44.655895,-14.996768,VP,VP,1,2012,Cer,trophycam,B110816619,A,A,0,N,N,GBF,GBF,GBF,Cer RALO,NCF
